Forward Scatter Signal,Forward Scatter Pulse Width Signal,Side Scatter Signal,Side Fluorescence Signal
192,64,476,164
300,80,596,244
44,8,140,12
292,76,564,208
236,76,440,416
268,80,556,200
252,72,556,196
252,84,428,332
316,80,604,240
232,72,552,208
280,80,520,172
228,72,464,168
272,76,428,136
268,80,624,256
284,76,508,164
292,84,588,252
48,12,176,24
212,76,328,80
180,64,288,236
228,76,580,240
72,28,184,28
360,84,600,216
292,88,660,268
336,80,504,188
248,80,580,184
384,84,640,124
304,76,580,224
240,72,488,160
284,80,608,204
332,84,624,216
60,28,240,16
268,80,584,244
240,76,532,208
320,80,548,220
232,72,556,188
52,20,176,12
92,40,216,20
288,76,596,256
52,20,144,44
236,76,520,160
304,76,468,168
272,80,572,248
272,84,516,552
52,20,148,20
264,76,624,284
304,80,584,228
324,80,576,236
48,16,140,12
328,76,492,184
276,84,612,200
236,76,576,180
328,80,564,236
196,80,544,160
308,80,584,180
256,76,564,192
304,80,596,276
264,80,576,248
308,80,528,204
56,24,156,20
284,84,532,156
316,80,584,224
308,80,560,216
312,84,556,196
44,12,68,12
252,76,504,188
272,76,608,216
316,88,608,244
240,76,544,188
264,72,480,168
56,24,120,28
172,68,528,196
308,76,508,228
288,88,648,268
296,80,488,284
100,44,208,20
192,72,484,464
368,92,636,268
288,84,600,228
308,76,556,188
252,72,568,208
52,20,84,12
284,80,588,248
76,36,184,32
272,76,628,232
256,80,564,228
296,80,576,240
268,76,612,240
264,88,672,296
272,80,552,212
300,84,584,240
56,28,156,8
72,32,196,20
240,76,548,176
252,120,540,160
308,84,588,212
332,80,572,236
376,92,624,268
284,80,532,208
48,16,184,48
260,72,564,236
348,80,572,252
316,80,512,224
240,72,540,184
248,76,488,172
312,88,576,252
316,84,572,260
344,80,580,212
280,80,524,184
316,84,564,204
64,28,108,24
248,76,520,220
64,28,236,20
292,80,524,180
372,96,632,612
56,24,152,32
232,72,504,208
244,80,648,312
248,76,608,212
288,76,572,192
64,28,160,24
104,44,228,20
328,88,604,208
220,68,516,164
232,76,548,184
228,76,556,260
224,72,540,176
316,84,568,260
296,80,528,204
232,80,596,196
252,72,500,180
288,80,552,160
188,60,276,204
264,76,540,192
188,80,412,396
352,88,600,268
72,32,208,32
80,36,220,36
316,80,536,188
288,76,584,248
328,76,524,188
264,76,568,176
300,72,572,232
280,80,592,240
260,72,608,200
260,80,612,216
260,76,564,188
240,84,468,140
256,76,580,208
64,28,172,12
300,84,564,228
52,20,164,48
256,84,616,240
288,76,540,216
300,80,572,240
92,40,264,20
272,80,584,200
304,80,572,260
352,88,616,268
348,84,548,180
264,76,540,224
300,72,564,192
236,72,532,188
312,84,596,232
284,84,600,192
356,88,588,252
280,76,584,156
260,72,520,196
48,12,128,12
76,36,184,20
140,72,488,180
252,76,520,180
316,80,508,232
308,84,604,260
284,80,584,240
132,56,208,28
348,84,648,260
232,72,564,212
256,72,412,548
276,72,544,208
320,84,592,240
316,80,572,212
236,72,584,188
264,84,600,248
64,28,184,24
304,76,560,216
252,84,640,252
76,32,188,24
112,44,308,28
336,88,500,852
48,12,160,28
276,84,568,248
288,80,644,212
52,20,148,12
232,72,504,168
276,84,604,248
316,80,540,212
96,40,272,32
328,80,620,232
316,88,560,220
344,84,604,200
356,80,556,228
252,80,568,192
268,84,580,192
256,84,556,216
308,80,568,224
292,88,540,188
304,80,572,196
176,88,460,116
296,80,620,228
316,88,636,228
260,80,576,228
264,72,600,216
288,80,596,204
256,80,604,180
212,64,464,152
168,68,324,248
288,76,520,180
232,80,588,212
228,76,592,200
228,68,552,188
212,68,516,180
284,80,564,244
64,28,204,12
328,76,568,232
224,72,528,208
84,36,240,20
144,52,268,36
232,72,516,200
228,72,580,220
148,52,300,36
152,56,232,56
256,80,600,220
192,68,528,180
272,72,524,184
368,84,568,204
256,76,572,232
316,76,592,224
84,40,200,20
268,80,588,256
288,80,536,204
288,76,484,168
280,80,524,208
256,76,564,180
320,80,532,176
256,84,600,208
348,84,592,240
176,68,488,336
284,80,516,196
196,72,544,204
272,76,676,284
252,76,536,400
328,84,612,276
280,80,512,200
224,68,524,180
292,80,636,272
364,84,588,236
296,84,656,216
248,60,444,0
244,76,600,220
248,72,520,212
272,76,512,172
216,72,544,168
148,88,420,292
376,84,616,200
284,80,584,264
68,28,180,32
356,88,628,260
220,72,568,192
284,88,472,176
320,84,548,212
72,28,196,24
44,8,216,12
160,72,248,236
272,80,592,260
292,84,600,280
68,28,208,16
272,76,532,168
276,76,572,224
276,76,572,196
304,84,624,228
260,76,548,192
252,76,560,224
288,80,584,192
284,76,568,224
236,76,572,196
296,80,596,244
44,12,144,8
100,40,308,24
324,84,588,240
160,56,288,40
292,80,500,188
304,80,548,240
292,76,500,168
260,76,532,200
244,80,560,172
68,32,188,8
256,80,576,200
296,76,580,168
276,72,580,216
84,36,240,40
64,28,144,44
164,60,296,212
264,76,600,228
192,76,600,260
52,16,148,12
240,68,544,176
304,76,552,192
276,80,576,232
280,76,612,228
276,80,548,200
300,80,556,232
204,68,448,440
128,56,264,80
260,88,532,200
168,60,568,152
252,80,560,236
296,80,576,196
256,84,648,252
300,76,560,212
224,76,544,196
312,80,540,200
304,84,520,204
48,16,192,24
272,80,528,168
276,72,516,164
48,12,96,12
296,76,536,192
316,80,592,228
328,84,324,112
284,84,560,232
136,52,296,32
320,84,632,256
288,80,596,208
244,84,592,228
300,76,552,200
264,76,548,216
260,76,568,212
300,80,556,200
204,72,492,208
308,80,524,188
252,80,604,264
264,76,572,248
216,72,448,412
68,28,168,32
268,84,624,292
208,76,592,236
284,88,604,216
52,20,236,12
292,72,576,228
332,80,596,188
240,72,560,188
324,80,584,224
288,80,576,212
248,76,488,212
100,40,248,20
240,76,552,240
248,80,576,236
316,80,504,192
332,84,612,200
320,80,592,232
352,88,616,260
276,80,620,248
264,76,620,244
96,40,196,48
96,40,204,20
280,80,604,244
344,84,596,252
272,76,608,248
252,76,612,196
304,76,556,172
256,72,528,184
320,88,616,244
284,84,604,212
300,76,516,164
52,20,176,28
280,92,576,348
296,76,516,196
260,80,596,224
296,80,632,196
308,80,608,248
268,76,564,196
280,80,572,212
304,88,592,240
44,8,132,8
228,72,564,200
232,76,620,224
292,80,548,208
300,80,592,256
280,76,508,148
304,76,484,204
276,80,584,208
60,28,184,20
156,52,196,0
312,76,516,200
292,72,508,172
176,60,208,140
208,72,580,220
292,76,492,156
288,72,544,188
216,76,544,184
268,72,560,204
296,72,548,216
320,88,648,232
300,80,600,244
292,84,572,220
280,84,656,212
352,84,628,248
352,88,596,300
304,80,548,208
288,84,592,240
276,76,508,204
80,36,236,20
372,84,548,248
220,76,548,212
236,72,516,188
300,84,624,264
140,56,264,28
72,32,232,28
248,76,588,216
284,80,580,220
272,80,552,180
64,28,160,16
252,80,608,172
252,80,540,216
68,28,236,12
200,68,328,68
252,80,556,228
368,88,632,268
304,76,516,180
272,80,576,188
360,80,612,256
316,80,528,196
212,68,524,208
304,76,544,228
240,76,520,172
260,76,608,212
256,76,600,240
336,84,604,256
252,76,516,168
324,80,580,244
100,44,300,60
184,76,628,236
296,80,568,172
188,72,316,184
68,32,200,24
340,88,588,244
252,76,496,164
284,80,492,172
252,72,516,232
252,76,532,152
264,84,544,192
208,80,656,248
320,76,516,236
324,88,632,224
80,36,216,28
292,80,600,196
312,80,588,212
88,36,224,56
44,8,176,16
240,76,628,240
64,28,220,20
200,72,492,464
340,76,588,204
360,88,596,272
244,76,528,184
292,80,564,216
296,92,644,536
312,160,596,264
276,80,588,256
432,92,636,248
220,76,548,168
216,68,452,200
296,76,528,184
176,68,304,280
280,80,640,252
352,84,596,232
356,80,564,240
180,68,444,112
256,76,492,172
228,72,388,324
44,16,100,24
232,76,540,172
132,68,472,228
272,80,592,244
296,84,576,224
276,76,612,200
228,76,604,200
348,88,608,280
244,76,472,184
104,48,276,44
168,56,296,44
64,28,220,24
252,72,544,192
276,76,576,248
348,84,560,256
312,80,544,188
84,40,280,36
284,72,560,184
240,76,576,216
208,76,528,184
268,76,592,224
284,80,608,192
232,72,492,160
68,32,184,16
308,84,592,284
328,96,548,264
304,84,544,260
256,80,588,212
48,16,168,12
300,88,584,208
272,76,588,200
320,84,648,252
288,80,580,244
284,80,656,252
312,76,548,244
300,84,596,272
264,84,576,268
52,20,172,12
44,12,176,12
200,68,556,192
268,80,488,204
356,80,580,176
308,80,568,196
204,68,276,240
248,76,516,192
284,88,580,248
356,80,588,220
340,84,552,208
220,68,548,176
236,72,592,188
292,76,588,204
172,76,492,368
292,80,552,200
224,72,572,204
236,76,588,264
204,68,512,180
96,40,256,24
56,24,168,24
316,84,580,264
276,84,652,208
296,84,500,176
300,80,580,216
276,76,532,236
316,80,620,248
276,80,552,200
316,88,616,224
352,80,564,236
296,84,568,200
200,72,552,224
60,24,116,12
328,80,560,224
284,80,596,224
332,84,580,208
60,24,176,20
288,76,552,212
236,88,516,264
44,8,156,16
84,36,260,32
348,88,608,248
268,76,508,168
248,72,596,188
64,28,228,36
308,84,632,252
272,84,600,188
232,76,528,172
288,84,652,316
160,56,328,36
272,76,584,224
296,84,580,216
304,84,620,216
288,76,516,180
308,80,576,188
236,76,532,172
312,80,592,204
308,76,524,196
340,88,608,224
212,80,596,212
248,72,540,180
236,76,512,544
276,72,596,264
288,76,572,184
320,80,576,272
240,84,600,324
184,72,424,440
260,76,604,224
316,80,556,176
216,72,524,172
72,32,232,32
304,80,596,232
308,80,572,228
352,88,616,212
276,76,540,196
236,92,520,164
44,8,148,20
316,80,588,224
360,92,624,244
276,84,528,200
284,76,608,204
288,80,556,188
292,76,588,260
296,84,596,240
288,84,580,244
200,64,256,228
264,88,444,304
208,68,528,200
56,24,96,12
312,100,672,1020
280,76,552,204
72,32,188,40
216,76,512,148
284,80,604,232
200,68,432,404
232,72,480,176
248,84,612,216
48,12,248,0
336,84,568,228
204,72,544,448
292,80,520,180
272,84,500,188
60,24,228,12
312,84,576,224
56,24,184,20
232,72,536,152
72,28,240,24
68,28,160,24
280,80,616,200
72,36,212,64
212,68,576,208
356,80,560,216
248,84,568,252
312,84,644,252
288,84,616,248
312,80,556,228
296,76,544,220
316,84,604,240
252,80,552,204
52,20,176,16
348,84,580,248
48,16,88,20
312,80,568,212
44,8,100,12
268,72,580,232
272,80,524,176
56,24,220,16
280,84,588,236
272,80,608,176
48,16,204,16
356,84,580,508
272,80,556,224
360,84,552,216
52,24,152,20
232,68,548,212
296,76,572,148
300,84,600,216
292,84,560,212
272,76,560,180
236,72,520,156
220,76,580,224
260,76,608,228
304,88,624,304
252,88,616,292
308,84,592,232
260,76,576,200
300,84,604,228
316,88,608,240
312,80,524,220
80,36,228,48
68,28,176,36
156,56,308,44
316,80,596,212
268,76,576,244
68,32,184,12
216,76,588,256
332,84,572,248
244,80,572,200
292,80,544,220
272,80,588,264
288,80,572,252
260,84,472,400
300,76,600,176
252,72,464,172
248,76,584,204
268,80,588,256
316,84,640,240
276,76,596,228
92,40,220,16
236,72,528,188
44,8,136,12
72,28,240,28
60,24,144,20
336,80,552,192
348,84,608,224
252,64,312,104
292,80,508,212
316,76,560,212
324,92,548,192
232,76,576,188
44,12,148,16
264,76,488,176
292,88,548,208
204,76,580,200
232,72,532,192
312,80,544,220
44,12,96,32
244,76,588,200
244,80,600,292
56,24,80,12
216,72,500,156
312,76,528,192
264,80,552,160
308,80,592,220
268,76,516,188
216,76,584,248
324,88,568,208
288,76,500,192
240,72,496,176
60,28,148,28
240,84,548,172
308,84,608,252
300,76,520,192
280,84,624,276
60,24,244,16
72,32,196,16
284,84,636,252
280,80,496,204
256,72,568,180
256,76,536,196
312,80,420,552
312,80,620,248
216,72,624,188
204,76,572,248
288,84,628,256
312,80,532,236
264,80,548,200
304,144,580,224
44,8,76,4
288,80,624,216
276,76,596,204
312,84,576,216
112,44,220,40
156,60,232,136
284,76,508,184
224,72,584,232
276,84,576,196
284,76,504,180
280,76,532,176
268,80,576,192
284,80,612,236
224,76,536,196
352,88,584,228
248,68,568,252
96,40,188,28
268,72,560,200
276,76,500,176
264,76,568,240
260,76,552,200
308,84,608,280
252,80,544,184
368,96,640,256
336,80,548,184
276,72,504,204
312,88,644,296
332,80,552,220
252,76,528,180
304,80,616,240
360,88,632,244
44,8,140,16
84,40,240,24
288,80,556,240
316,76,560,176
204,64,332,60
148,48,288,0
304,84,580,264
308,84,544,240
208,72,556,232
196,68,496,200
216,68,528,212
336,80,576,252
264,72,508,204
232,72,528,188
316,84,584,240
96,40,212,40
124,48,220,32
256,80,580,220
324,80,580,216
212,72,568,224
244,72,548,220
212,68,292,272
80,36,160,32
260,72,488,188
260,76,564,248
220,68,344,276
64,28,160,20
228,80,616,284
268,72,520,200
304,88,600,488
252,76,556,180
244,76,512,168
280,76,556,196
308,80,560,212
356,80,608,240
340,84,636,224
232,72,560,268
288,80,528,224
284,84,612,212
240,72,544,176
300,84,592,220
68,28,236,20
224,76,548,164
212,72,540,216
84,40,224,44
332,92,620,280
268,84,596,284
332,84,580,208
312,76,508,196
328,84,592,212
332,84,576,236
212,64,328,64
292,76,556,188
344,88,620,208
340,76,536,212
276,88,636,512
308,96,680,316
104,44,228,44
240,72,524,216
80,36,136,44
272,76,584,220
320,76,584,240
224,76,480,148
260,72,436,656
272,76,560,200
324,80,544,208
332,80,640,236
284,76,592,196
280,84,596,276
324,88,588,248
196,68,552,176
228,76,628,256
284,72,536,184
264,80,572,204
44,8,148,36
284,80,572,212
240,72,632,252
308,92,604,220
348,84,648,264
288,80,524,168
320,100,604,236
316,80,532,208
84,36,256,40
324,84,624,236
56,24,276,0
300,84,584,216
304,80,548,184
192,76,520,160
56,20,164,4
204,76,484,468
260,80,612,232
344,80,568,196
264,80,512,216
308,84,628,216
52,20,116,20
160,72,456,332
220,68,556,208
244,76,604,216
64,28,168,12
236,76,572,220
284,80,640,248
340,76,576,224
316,84,588,256
280,80,576,204
88,40,192,24
68,28,144,28
332,88,560,232
340,88,612,276
284,80,572,204
224,76,532,144
332,88,624,280
252,76,596,216
288,80,556,240
292,88,620,228
264,76,548,236
224,76,580,184
360,84,612,252
72,32,116,32
256,80,532,188
304,76,500,168
324,80,572,220
244,76,560,200
56,20,188,16
256,76,636,244
256,80,584,216
284,84,572,244
264,68,544,160
92,40,248,20
336,80,600,192
340,84,620,208
328,112,596,192
72,36,180,44
292,80,620,224
256,80,492,188
312,80,612,244
220,68,556,180
80,36,260,44
284,84,536,192
296,80,652,272
244,80,608,228
236,76,512,156
320,84,596,212
296,80,524,188
76,32,136,20
260,84,592,180
208,68,524,204
324,152,544,296
308,76,572,208
100,44,280,20
320,80,552,216
268,80,588,212
64,28,140,16
160,68,496,308
280,84,608,292
308,84,600,224
304,108,612,292
280,76,564,216
300,76,628,208
48,20,188,16
276,80,564,204
296,76,572,196
288,76,536,192
44,8,132,12
348,84,600,236
236,76,300,208
296,80,548,224
228,64,460,152
240,76,604,184
288,76,632,228
312,84,572,212
44,12,164,24
320,76,572,236
184,76,464,424
60,24,204,36
292,88,612,264
300,84,580,204
284,80,544,200
276,80,560,176
360,88,620,248
292,84,644,264
304,80,544,224
308,84,616,260
48,16,108,16
228,76,580,200
308,80,560,200
304,80,604,224
276,80,516,188
356,88,636,224
260,80,584,240
244,76,516,212
76,36,192,28
272,84,572,260
304,84,632,276
256,76,568,184
232,76,600,200
240,76,544,176
76,36,144,56
312,84,632,228
284,68,336,308
224,72,612,188
212,76,480,148
260,76,544,164
300,76,548,272
56,24,136,20
308,80,556,200
268,72,540,188
348,84,568,208
248,72,504,172
196,72,572,196
236,72,572,220
280,84,596,224
292,80,596,212
48,16,160,16
232,72,572,204
364,92,600,268
248,80,564,220
264,72,508,220
264,76,576,192
244,76,552,236
244,76,496,176
264,68,532,176
292,76,540,252
360,84,592,224
44,8,164,20
284,84,488,392
268,80,632,260
300,84,588,236
320,84,576,216
308,88,612,220
224,72,564,248
172,56,256,84
264,80,540,232
328,80,568,288
304,80,552,216
136,52,252,32
324,80,564,200
220,68,316,244
300,84,620,244
236,84,568,176
304,76,576,224
48,20,152,32
208,76,584,252
44,8,128,16
68,28,256,48
296,76,576,220
164,68,460,268
288,76,524,200
300,76,556,208
260,76,540,192
248,72,484,192
220,80,584,168
80,36,188,28
300,84,624,316
172,64,332,168
64,28,144,36
256,72,544,172
180,72,540,208
344,84,548,240
356,88,584,272
56,24,160,8
60,24,184,24
44,12,116,16
256,80,564,464
308,80,592,248
132,60,468,132
44,8,76,12
248,76,528,228
244,72,512,188
44,12,116,20
44,8,160,12
320,80,516,184
104,44,224,24
316,80,636,268
300,80,608,204
316,84,552,196
360,80,564,256
296,76,524,232
288,80,592,256
292,76,592,248
312,80,556,188
276,72,520,192
44,8,140,12
316,80,544,176
288,84,576,168
232,76,480,160
364,84,548,212
312,80,636,292
252,72,532,152
256,68,512,212
252,84,632,260
348,84,600,228
288,80,532,200
352,80,596,208
284,80,564,232
280,76,568,220
312,80,596,248
272,76,524,192
212,64,308,40
240,80,616,204
72,28,228,20
332,84,620,256
268,68,508,172
316,84,564,216
284,80,600,244
304,80,584,228
44,12,188,16
48,16,144,8
292,80,588,260
248,72,556,204
192,72,528,184
220,72,460,160
316,88,644,292
64,28,164,20
316,80,576,240
60,24,188,20
56,20,176,16
236,68,524,184
232,72,536,192
84,36,184,32
68,28,160,16
180,68,528,180
296,80,512,176
268,80,580,180
44,12,144,16
336,80,564,232
64,28,172,20
44,12,192,0
248,80,568,208
332,84,552,224
300,80,600,236
244,80,484,168
288,76,536,240
340,84,612,240
276,80,616,204
280,84,584,188
276,80,552,152
300,80,608,252
312,84,600,224
340,84,588,232
300,88,668,260
276,80,608,252
264,76,560,184
288,76,580,192
256,76,584,264
260,80,604,240
52,20,152,20
