Forward Scatter Signal,Forward Scatter Pulse Width Signal,Side Scatter Signal,Side Fluorescence Signal
296,76,572,204
200,64,300,324
336,80,636,220
320,80,604,196
268,76,568,220
156,60,256,228
236,76,440,504
44,20,276,0
256,76,460,452
180,60,300,348
188,60,324,272
288,76,620,280
216,64,284,264
188,64,292,320
332,84,624,244
260,68,336,408
252,72,580,188
372,88,612,248
200,64,280,360
292,80,588,240
204,68,268,240
200,68,300,284
128,44,188,0
248,76,428,528
208,64,292,296
180,60,264,200
220,68,284,332
324,84,632,244
172,60,292,268
344,80,552,220
180,60,276,264
216,64,284,320
292,80,572,232
236,80,428,360
172,60,284,220
264,68,344,424
300,76,580,176
328,84,580,216
304,72,564,184
184,64,284,280
164,56,316,296
320,80,604,240
220,68,260,216
292,80,588,176
232,68,572,200
200,64,300,300
172,64,312,312
232,68,300,352
224,68,324,288
220,68,316,444
176,60,288,244
212,68,316,344
172,64,264,272
312,84,616,200
300,80,552,208
164,64,264,256
220,64,296,272
260,80,640,240
208,64,280,252
168,60,252,252
228,72,464,512
316,88,636,196
236,80,420,456
304,84,624,212
276,84,636,224
312,80,596,220
200,64,232,224
312,80,600,236
164,56,312,216
172,60,288,276
296,76,600,216
200,68,288,308
352,84,644,228
220,68,328,288
152,60,292,268
212,64,292,364
376,88,640,244
164,60,240,196
180,64,208,192
216,64,272,228
216,68,428,492
176,60,248,236
248,76,560,196
208,64,280,236
336,84,636,248
292,84,588,188
184,64,292,288
204,64,308,296
172,60,264,200
176,64,316,380
196,64,312,220
284,76,592,192
256,76,448,456
272,80,592,232
320,88,648,232
188,64,316,256
332,76,536,200
332,80,572,188
192,64,236,216
316,84,608,200
296,84,600,240
192,64,228,224
228,72,472,508
264,68,196,0
260,76,560,196
212,64,236,236
224,68,348,400
252,72,508,156
372,80,580,196
312,80,636,216
160,60,280,236
136,64,296,264
176,60,272,328
280,76,628,236
308,76,556,232
336,84,600,232
180,60,284,312
232,72,520,216
168,60,276,256
208,72,476,492
208,64,300,304
200,64,312,248
336,84,652,264
184,60,256,276
168,60,240,196
196,64,320,356
356,80,564,204
332,76,580,200
212,68,296,344
164,64,284,268
164,60,196,336
292,80,612,208
320,80,556,204
188,64,312,392
152,60,280,232
172,60,280,308
60,32,232,0
172,64,324,348
240,72,336,436
284,76,344,600
372,88,568,200
220,68,324,340
296,76,564,196
252,68,336,448
316,88,596,244
196,68,436,460
240,72,424,688
196,64,264,236
356,88,620,268
172,60,308,260
200,60,232,224
136,56,244,316
328,88,712,252
244,80,476,560
352,88,608,176
240,76,444,780
212,72,436,432
108,56,340,4
180,60,252,240
196,64,264,232
188,64,324,244
212,64,288,284
336,84,600,208
196,64,292,260
304,80,552,184
192,64,288,276
204,64,308,352
324,84,572,220
184,64,268,212
372,80,580,232
480,92,772,152
148,60,256,192
160,60,276,216
196,60,248,204
216,64,328,364
196,64,236,244
304,76,612,188
56,20,268,0
292,84,604,216
316,80,592,224
164,60,228,180
224,68,248,260
336,84,624,216
160,60,200,152
224,68,440,472
268,80,592,200
340,84,596,232
336,84,596,196
232,76,456,456
228,68,344,380
180,60,300,372
372,88,612,224
208,64,236,232
208,64,320,380
280,76,560,192
332,88,628,240
328,84,592,208
240,68,288,312
168,64,308,340
216,64,308,304
364,84,604,252
376,84,588,232
352,84,608,224
220,68,268,296
152,64,304,256
316,80,600,208
200,64,304,284
192,64,256,276
220,68,256,288
272,76,552,200
296,76,564,196
168,60,264,296
172,60,268,216
328,84,628,256
140,56,480,428
320,80,640,236
212,64,252,308
216,64,296,328
176,64,268,368
240,72,528,204
344,88,632,232
216,68,272,308
292,76,660,248
204,64,276,324
248,76,480,544
160,60,292,232
184,64,280,228
248,72,580,196
180,60,244,240
188,72,320,300
164,56,228,196
180,60,284,252
332,80,596,228
416,92,736,144
204,64,256,264
332,84,652,204
188,60,264,224
184,64,280,276
216,64,288,328
304,84,588,400
408,84,628,232
312,80,604,204
196,64,284,216
200,68,324,296
212,68,440,492
300,84,588,200
256,72,552,164
292,84,592,188
192,64,268,280
316,84,624,236
340,88,640,252
416,92,652,248
164,60,232,160
180,68,468,588
180,60,312,316
172,60,284,236
384,84,700,140
220,68,220,292
276,80,612,240
308,80,632,284
440,84,752,132
352,80,572,212
204,64,292,280
188,64,268,256
148,56,276,204
320,76,584,200
176,60,212,176
344,88,608,200
304,84,632,232
300,84,596,192
192,64,276,264
192,64,256,236
228,64,372,108
164,60,260,220
376,88,624,212
136,56,268,220
176,60,260,224
204,68,316,400
216,68,312,388
212,72,480,412
276,80,552,188
192,64,256,244
384,80,568,240
184,60,252,284
196,60,280,228
152,68,488,128
308,80,600,236
196,64,336,352
180,64,352,268
280,84,616,216
208,64,272,304
56,36,280,0
252,80,660,236
196,60,220,188
256,72,416,332
408,80,560,176
328,84,592,188
368,88,620,252
288,80,604,204
396,84,600,208
272,80,572,220
180,60,300,280
184,60,260,308
284,80,612,172
168,60,232,164
340,80,596,212
180,60,308,264
348,88,604,212
168,64,288,316
280,80,556,184
288,80,580,200
196,64,300,240
172,64,236,232
324,88,584,220
332,84,588,184
184,64,228,204
316,76,508,188
204,68,304,400
208,68,276,268
292,80,588,224
264,72,412,352
344,92,644,248
188,60,288,276
176,64,288,304
216,68,288,320
188,64,232,236
344,88,592,244
224,68,416,416
220,68,316,372
244,72,468,440
228,68,296,324
236,68,308,328
168,64,308,240
264,76,628,192
204,64,432,316
332,80,572,188
336,80,528,240
196,64,272,312
228,68,292,328
312,80,556,172
208,64,276,236
156,60,276,200
352,84,744,116
168,60,216,212
300,92,588,228
208,72,364,408
276,80,612,232
192,64,300,316
340,80,612,248
172,60,328,384
332,80,560,224
188,64,340,404
360,92,644,236
288,76,496,176
156,56,212,208
196,60,260,240
208,64,296,192
216,68,440,476
388,92,636,196
164,56,236,196
312,76,624,208
192,68,412,452
168,76,412,340
180,60,308,260
192,64,304,316
188,64,260,240
196,64,292,336
212,64,260,284
168,60,236,224
180,60,276,300
168,60,236,232
320,80,604,224
308,76,520,192
280,80,608,192
180,60,300,292
224,68,308,296
204,64,260,288
432,96,736,272
300,80,596,168
172,60,296,324
240,72,588,164
232,72,412,460
172,60,316,372
324,76,564,200
312,80,596,212
384,88,616,232
280,76,608,224
172,60,300,256
208,64,232,208
164,60,264,260
320,76,576,236
244,72,568,188
168,60,248,240
192,64,228,180
176,64,236,264
176,60,276,308
264,76,552,204
196,64,232,228
208,64,244,280
252,76,428,428
224,76,484,892
288,76,556,192
272,84,624,236
204,68,284,272
356,76,588,228
248,76,432,468
280,72,588,168
184,64,252,232
280,76,568,192
176,68,400,420
172,60,328,344
280,80,564,204
168,60,232,264
312,80,568,224
340,88,584,220
244,80,556,208
308,84,612,216
220,64,276,292
184,64,272,308
244,68,332,376
180,60,324,348
232,68,316,324
232,64,276,296
320,88,644,220
180,60,240,216
208,64,304,308
164,60,252,216
172,60,336,260
328,88,616,212
232,72,480,552
180,64,296,256
256,72,556,188
312,84,520,188
172,60,268,224
192,64,248,268
216,76,488,168
168,60,308,316
216,64,532,172
204,64,264,288
192,64,284,308
196,68,424,356
208,72,432,464
204,68,272,264
264,76,552,208
196,64,256,256
248,76,528,172
348,88,632,220
304,80,528,188
260,76,572,208
280,76,524,180
244,72,468,524
196,64,340,344
160,60,252,256
264,80,448,488
328,88,608,228
200,64,356,336
180,60,276,196
196,64,284,288
340,84,612,216
184,64,264,336
228,76,540,196
388,84,752,128
344,80,636,208
208,68,288,252
240,68,316,396
384,88,648,232
320,84,568,192
196,64,276,248
192,64,248,252
168,60,280,272
308,88,612,200
176,64,296,232
372,80,592,212
240,68,348,416
228,68,296,292
160,60,236,244
288,76,556,208
172,64,280,312
188,64,308,328
364,80,560,196
184,64,296,364
324,80,564,176
244,68,292,424
192,60,256,268
336,80,552,208
324,80,540,192
328,84,576,228
360,80,580,240
252,68,488,184
352,84,568,224
276,80,580,204
188,64,240,220
264,68,544,168
248,68,300,364
196,60,260,264
212,68,292,264
48,28,136,0
184,60,276,204
340,84,600,212
204,64,240,216
176,64,340,344
300,80,556,208
168,64,332,344
320,84,580,228
344,92,648,240
260,76,576,212
380,88,648,216
168,60,244,204
216,68,328,336
192,64,292,220
160,56,256,248
176,60,268,176
216,68,292,264
188,60,292,240
212,64,316,356
316,76,588,208
300,84,580,204
316,80,556,204
232,72,420,408
292,80,552,180
236,72,492,188
100,44,340,0
240,76,400,612
188,64,252,232
224,68,280,340
300,80,572,204
428,92,760,152
160,56,244,264
188,64,300,232
172,68,444,420
176,60,280,316
192,64,304,320
224,68,300,380
228,64,288,352
344,80,664,244
344,88,628,256
208,68,296,332
344,84,572,212
188,60,260,248
220,68,328,420
232,68,276,344
260,76,632,208
204,64,280,240
296,88,624,220
188,60,244,228
176,60,252,208
272,84,572,200
340,84,600,268
308,84,584,184
152,56,276,308
196,64,332,368
164,60,280,280
200,68,308,324
200,64,308,252
192,64,332,276
308,80,592,196
192,68,404,380
244,80,600,220
204,64,320,428
180,60,232,208
400,84,648,248
332,84,576,192
384,88,616,232
300,72,524,204
332,76,600,212
200,68,292,244
184,60,236,172
192,64,252,232
168,60,280,280
188,64,276,284
336,80,588,200
232,76,480,748
200,64,252,272
212,68,300,268
260,76,572,176
172,68,408,484
204,64,312,288
288,80,616,224
184,64,280,252
236,76,612,244
228,64,268,296
272,80,584,188
168,60,268,244
172,60,252,312
216,68,424,460
184,64,296,284
260,80,608,344
308,76,540,180
280,80,536,208
156,64,432,428
192,64,288,192
368,88,660,212
128,48,424,4
280,80,556,188
212,68,272,288
232,76,424,448
268,76,544,176
212,64,276,212
312,84,612,232
184,60,324,328
216,64,248,236
344,80,608,232
220,64,236,276
212,64,204,252
288,84,464,600
184,64,452,464
208,68,268,272
328,76,516,208
252,76,488,160
160,60,264,432
324,80,556,204
284,76,624,220
328,76,608,236
196,64,256,212
172,64,296,344
264,84,640,264
184,60,268,224
188,60,268,212
276,80,488,628
168,60,216,204
236,72,344,508
316,72,580,212
252,76,396,408
188,64,288,268
176,60,344,388
284,80,580,212
308,76,520,196
276,76,524,176
368,88,640,248
272,76,604,204
180,64,292,196
240,72,368,360
176,60,232,204
332,80,600,228
196,64,292,228
172,60,248,236
288,84,512,524
168,60,280,244
328,76,584,208
168,68,480,528
200,64,280,344
232,76,556,176
160,60,264,252
168,60,288,536
156,60,236,240
256,84,468,168
240,68,284,328
208,72,432,412
404,88,632,212
320,76,504,268
180,60,280,284
200,72,424,404
148,60,272,244
188,64,276,312
208,64,284,272
172,60,248,216
180,60,232,200
196,64,292,328
420,88,640,228
164,56,240,292
240,68,272,320
188,64,256,244
336,80,548,196
232,68,236,240
204,64,280,328
248,80,436,440
216,68,408,644
192,60,324,428
216,64,292,312
320,84,612,204
232,68,276,324
184,64,268,248
228,68,312,288
212,64,312,280
172,64,308,348
280,76,508,204
176,60,284,192
192,60,260,252
356,80,536,244
172,56,256,220
392,84,604,236
332,84,604,240
200,64,300,340
324,80,572,216
360,84,592,204
352,84,588,200
208,64,336,296
368,88,588,236
168,60,260,292
196,64,304,328
192,64,280,224
216,68,288,244
72,28,312,0
192,64,304,276
340,80,648,204
312,84,592,240
188,64,284,272
304,88,596,188
252,76,512,156
308,80,584,184
280,80,568,156
320,76,580,204
192,64,292,316
376,84,572,212
196,72,480,648
252,72,420,344
328,80,664,108
244,72,560,204
320,80,636,228
388,88,640,244
200,64,284,220
296,72,476,172
316,80,544,196
260,72,552,308
44,12,256,4
312,80,620,244
176,60,272,212
344,80,608,200
344,88,644,252
228,68,268,300
180,64,296,316
196,64,268,272
268,72,440,432
164,68,244,184
328,80,616,272
284,76,540,192
308,80,580,224
332,80,708,132
416,88,752,136
256,80,576,200
288,84,648,200
196,64,212,220
276,76,572,180
244,68,292,392
156,56,300,264
184,60,292,312
296,72,560,192
236,72,448,488
324,84,616,240
184,60,272,208
320,80,556,240
332,88,568,232
188,64,336,364
180,72,560,168
176,64,284,232
96,40,348,0
188,64,284,296
288,76,536,188
268,76,456,512
344,80,584,216
360,84,788,132
388,88,648,244
172,64,300,324
148,56,224,68
288,80,444,960
232,72,420,480
204,64,324,256
292,80,596,220
96,40,328,0
200,64,292,232
212,80,424,480
340,80,600,196
224,76,420,452
188,64,232,256
188,64,264,244
188,64,328,324
208,68,432,504
352,88,604,212
376,80,608,248
260,80,584,540
264,84,580,160
156,64,212,244
372,92,632,248
60,36,256,0
204,68,456,536
184,60,332,308
288,80,580,168
420,92,632,248
272,80,532,236
352,80,444,800
336,80,612,212
220,68,304,292
304,84,548,172
216,64,228,232
208,64,288,248
388,96,636,248
160,60,264,280
184,64,312,432
300,80,668,236
188,64,312,352
324,84,544,204
244,72,432,364
264,80,572,184
164,64,408,452
176,60,284,308
244,76,580,192
384,84,712,140
176,64,260,236
284,88,612,212
212,68,520,164
216,64,248,292
204,64,264,296
204,64,296,256
292,80,540,204
212,64,312,332
216,68,328,372
184,60,220,224
348,76,540,212
160,60,272,216
216,64,332,428
364,88,584,232
336,80,536,188
192,64,280,324
320,84,616,224
180,60,268,264
224,68,324,328
220,68,464,444
204,64,212,196
172,64,416,384
160,56,252,232
364,84,580,216
372,84,620,224
200,60,304,328
168,56,216,196
60,28,140,16
224,68,268,228
176,60,256,296
232,68,332,352
176,60,232,180
300,84,600,220
352,80,580,216
328,80,532,200
292,76,576,196
296,80,440,756
152,60,292,284
212,72,332,292
264,72,540,176
216,72,456,460
336,80,516,188
172,60,260,240
336,88,644,248
212,64,276,320
260,80,584,196
340,84,584,256
168,56,284,216
188,60,332,416
296,76,572,212
220,68,296,288
256,72,576,196
256,76,540,156
196,64,328,312
184,64,272,240
256,72,552,196
300,76,576,196
188,64,280,316
160,68,412,396
164,60,252,240
320,80,552,192
276,84,556,192
176,60,232,188
196,64,256,256
372,88,576,220
448,92,660,292
236,72,428,400
412,88,668,228
200,68,444,492
312,80,600,228
160,60,272,308
232,72,336,436
168,60,276,280
200,64,248,268
208,64,240,252
344,84,608,192
172,60,240,220
316,80,592,192
240,76,444,384
140,56,268,236
192,60,284,312
196,64,268,296
220,68,256,236
180,60,228,212
384,88,712,128
184,60,320,380
232,76,448,408
328,88,684,248
312,80,592,220
392,88,628,196
400,88,632,220
176,64,412,388
324,84,556,196
128,56,364,224
192,60,284,284
320,80,628,488
192,64,260,200
188,60,260,224
188,68,284,260
188,64,260,276
200,64,284,288
304,84,604,236
292,84,604,224
204,64,236,252
352,84,664,256
244,80,580,196
168,60,240,256
356,88,576,236
220,68,300,356
152,56,228,260
264,76,484,572
168,64,436,424
332,80,572,196
416,92,624,244
240,68,416,428
220,68,460,536
292,80,540,164
304,84,528,176
180,60,300,316
220,72,336,360
276,76,536,164
200,68,332,336
164,60,228,268
208,64,296,372
292,80,620,256
176,64,204,220
212,68,332,328
252,84,552,168
192,64,288,344
328,88,648,244
420,88,740,152
200,68,308,292
300,80,524,160
220,72,452,572
412,88,728,152
268,76,584,188
180,60,312,272
168,60,260,256
316,80,532,188
288,80,516,204
256,80,580,200
200,68,452,500
212,68,276,292
192,64,360,316
220,72,444,592
196,64,324,360
304,80,584,184
336,84,548,204
192,64,320,384
352,84,648,228
200,64,288,280
340,84,592,232
104,44,500,4
240,68,280,324
388,84,572,196
128,60,452,88
184,64,272,280
304,76,572,192
304,80,572,220
180,60,240,212
228,68,292,324
316,80,520,200
300,84,568,216
188,64,296,316
44,8,320,12
232,76,468,136
356,84,584,212
280,80,608,212
200,64,296,260
300,80,704,124
52,20,316,0
160,56,276,236
200,68,280,328
252,76,496,156
208,64,284,280
