Forward Scatter Signal,Forward Scatter Pulse Width Signal,Side Scatter Signal,Side Fluorescence Signal
296,84,500,164
44,8,208,20
244,72,444,168
60,28,184,12
280,84,576,152
388,84,564,208
48,16,152,12
72,32,140,12
56,24,204,20
68,28,224,20
336,80,608,168
68,28,208,16
264,72,572,140
336,76,508,156
44,12,184,4
312,84,468,144
52,20,220,28
48,16,160,16
56,24,220,16
320,96,524,152
44,8,172,16
64,28,160,12
268,76,508,148
108,44,264,20
400,84,480,168
56,24,140,8
224,64,280,200
216,76,536,164
52,20,220,16
44,8,140,8
48,16,160,16
204,64,252,272
68,28,188,24
52,16,120,20
356,84,612,208
356,84,716,120
108,44,232,28
268,76,584,188
216,72,296,268
184,64,304,264
44,8,156,16
200,72,524,140
324,88,592,172
288,72,540,168
44,12,144,12
180,68,352,292
52,20,120,24
48,16,164,12
52,20,220,20
60,24,188,12
308,76,624,188
320,76,568,180
60,24,240,24
104,40,264,16
60,24,232,16
260,84,572,148
72,32,192,16
48,16,232,4
364,84,548,200
56,24,188,12
92,44,176,24
92,44,216,16
44,8,164,20
80,36,236,28
60,24,216,8
52,20,188,16
44,8,112,4
48,12,204,12
72,32,248,16
272,76,584,204
56,24,204,20
48,12,172,8
48,16,232,16
52,20,160,12
64,24,172,8
52,20,200,20
332,92,524,156
44,8,156,16
48,16,196,8
60,24,160,20
188,64,288,196
48,12,212,12
44,8,132,8
44,12,200,12
216,72,416,280
64,28,160,16
172,64,236,172
312,88,484,140
80,36,240,24
48,16,164,12
276,88,484,140
144,60,244,60
60,24,148,16
292,72,532,160
48,16,168,16
52,20,172,20
92,36,208,16
348,80,552,176
260,84,584,168
276,76,508,144
216,72,480,148
296,104,564,144
296,80,516,160
264,72,212,0
288,76,572,172
52,20,212,12
352,88,624,200
44,8,152,8
88,40,196,20
116,48,292,56
44,12,108,16
192,60,268,260
48,16,112,4
48,16,152,12
56,20,136,16
48,16,144,20
52,20,216,16
52,20,212,12
236,72,576,156
292,100,492,140
84,36,224,20
52,20,176,12
312,76,508,156
104,44,188,28
60,28,212,24
288,76,548,168
208,64,332,248
316,76,568,156
48,16,152,12
64,28,192,32
320,80,560,164
104,44,276,24
196,64,264,284
48,16,156,8
52,20,144,12
256,76,444,372
48,16,128,12
328,84,604,200
312,92,524,148
44,12,184,20
348,92,564,204
160,52,256,24
252,92,484,152
216,72,492,160
212,72,412,344
296,80,704,140
48,16,224,16
160,56,256,208
312,76,436,416
380,96,552,176
52,20,140,8
200,64,236,228
48,16,160,12
228,72,424,364
44,12,172,16
256,72,496,160
64,28,204,12
44,12,200,16
60,24,132,16
56,20,136,12
48,20,172,16
172,64,304,256
60,24,196,12
44,8,112,12
356,108,624,180
52,20,204,12
316,88,484,132
48,16,168,28
260,76,576,180
344,92,568,184
44,8,184,20
68,28,176,16
196,68,288,232
208,68,256,304
296,80,568,184
60,28,216,24
60,24,188,12
52,20,192,20
208,76,452,456
52,24,188,16
72,32,252,20
56,20,136,20
48,16,184,8
320,76,492,144
68,28,256,16
208,64,268,188
284,76,540,140
60,24,168,20
268,76,544,172
208,64,284,184
340,84,600,252
372,84,700,136
356,80,592,200
44,8,148,12
52,24,192,20
88,40,216,28
48,12,144,12
64,28,188,16
356,80,576,172
56,24,176,16
404,88,588,212
100,40,260,16
48,16,196,12
264,68,460,160
296,76,468,136
72,28,252,32
44,8,172,4
44,8,144,20
128,52,284,40
56,24,180,12
76,32,208,28
228,72,536,152
68,32,220,12
88,40,232,28
180,60,332,252
44,12,188,16
44,8,208,20
288,76,568,156
60,28,172,20
56,20,172,12
44,8,156,12
256,72,528,148
72,32,160,16
344,80,532,192
332,88,576,196
228,72,484,144
60,24,140,8
384,84,532,176
76,36,212,16
44,12,164,16
84,36,236,32
248,80,548,156
84,36,288,28
52,20,172,24
48,16,184,20
276,72,540,156
48,16,180,16
284,76,544,176
56,24,144,28
48,16,152,16
64,24,120,8
232,68,316,316
48,20,176,8
52,20,208,16
44,8,136,8
56,24,172,16
152,64,328,348
84,36,248,16
240,88,456,116
188,60,284,328
48,12,132,4
44,12,180,12
268,92,532,124
56,20,152,16
56,24,180,12
244,88,620,136
48,16,160,12
356,88,560,156
308,84,684,120
52,20,204,12
196,72,484,436
64,28,160,16
184,64,284,280
116,44,308,32
84,36,256,16
96,44,212,28
180,60,308,256
68,28,172,16
64,28,212,16
44,12,176,16
324,84,560,280
72,32,232,20
44,8,96,12
292,80,544,196
144,56,256,188
52,20,220,16
44,12,132,16
52,20,244,32
84,36,248,16
172,68,440,372
340,84,560,236
116,48,296,36
328,84,604,204
160,60,336,116
176,64,300,224
56,24,240,12
284,76,528,152
292,84,560,180
196,76,300,232
260,72,504,132
324,80,476,176
52,20,152,16
172,60,400,148
368,96,504,164
44,8,188,8
56,24,120,12
176,60,336,56
52,20,156,12
56,20,180,16
188,72,440,332
216,68,328,280
68,28,180,12
256,72,476,144
444,96,644,288
308,100,584,168
44,12,120,12
176,76,268,244
212,64,292,284
52,20,148,12
228,72,452,444
44,12,184,20
44,12,144,12
220,76,448,400
204,76,464,328
312,80,576,152
48,16,232,20
44,12,160,12
52,20,188,8
248,76,544,188
328,84,604,172
56,24,192,16
60,28,200,12
56,24,196,32
52,20,256,28
264,80,544,148
64,28,204,24
52,20,200,20
112,48,260,36
208,64,428,288
340,92,576,168
136,64,400,84
96,44,244,32
300,76,592,192
340,80,536,144
52,20,144,8
288,84,592,176
176,64,208,200
212,68,276,228
388,88,696,124
60,24,188,24
48,12,152,12
64,28,228,16
44,8,156,12
388,92,768,152
76,32,236,40
192,64,320,236
76,32,232,20
64,28,196,16
44,16,144,8
216,76,456,128
52,20,224,24
48,16,184,8
96,40,272,36
256,96,528,140
44,8,180,16
52,20,212,12
304,72,564,164
56,24,208,8
304,92,548,176
76,32,184,16
176,64,264,252
232,68,428,320
48,16,88,8
320,76,572,176
248,68,516,184
52,20,152,12
44,12,140,0
348,100,572,168
296,76,508,148
48,16,180,12
60,28,180,8
300,76,496,168
44,16,204,16
56,20,168,20
192,64,288,200
52,20,168,8
328,84,520,160
188,64,232,216
320,76,528,164
44,8,192,12
196,72,436,340
368,84,560,200
320,84,572,184
60,24,156,32
44,12,168,12
44,12,180,8
252,84,508,148
44,8,144,16
64,28,228,24
304,76,540,140
328,96,552,172
52,20,192,16
84,36,288,32
72,32,220,16
336,92,540,160
92,36,256,32
248,72,516,156
216,96,472,124
60,24,244,32
212,80,512,132
76,32,196,28
284,80,484,140
44,12,164,12
336,80,576,148
304,92,532,164
48,16,172,16
60,28,204,20
56,24,244,12
52,16,164,16
156,68,432,336
88,36,216,32
124,48,216,36
80,36,212,20
64,28,200,36
48,12,160,8
204,64,312,332
316,72,556,144
300,100,628,148
320,80,544,160
52,28,236,20
44,12,168,12
48,12,144,20
168,64,348,52
44,12,160,20
52,20,228,20
264,80,532,144
176,60,244,248
52,16,164,20
316,108,524,140
48,16,196,16
56,24,152,12
56,24,160,20
52,20,192,20
76,36,164,20
52,20,212,12
260,68,324,136
200,64,284,252
208,68,316,304
56,24,176,16
52,24,196,16
212,68,220,204
80,32,168,8
304,76,532,184
116,52,304,56
80,36,232,12
312,72,412,368
216,68,256,228
48,12,116,16
324,84,592,164
64,28,176,24
60,28,200,32
320,76,548,164
96,40,244,28
52,20,172,12
80,36,252,24
292,76,596,208
216,68,316,212
308,80,588,156
360,88,588,180
268,88,572,180
44,8,184,8
76,32,224,12
208,68,232,184
44,12,192,12
48,16,164,16
64,28,200,16
48,12,168,32
108,48,284,16
200,68,504,148
60,28,188,12
48,12,228,12
312,80,520,160
44,8,112,8
60,24,116,8
300,80,588,200
88,36,200,28
48,12,184,8
376,80,460,140
208,72,460,356
124,60,312,176
48,16,156,12
324,80,492,140
88,36,220,8
220,68,548,160
268,76,568,152
288,72,512,164
196,64,264,220
64,24,188,24
60,24,228,20
44,8,152,16
252,84,592,172
332,88,532,152
256,80,536,160
84,36,236,24
376,84,736,128
44,12,188,28
80,32,248,32
72,32,196,28
196,64,272,260
48,12,164,12
84,40,212,20
44,8,108,12
340,88,560,176
56,24,184,12
132,56,212,156
192,68,468,140
168,60,260,268
44,12,168,8
200,64,280,248
52,20,196,12
60,28,196,16
196,76,468,448
48,12,144,20
184,64,440,396
100,40,220,36
48,16,164,12
188,64,336,336
92,40,260,20
168,68,492,396
88,40,160,24
252,76,532,152
48,16,204,12
44,16,172,16
52,16,180,12
96,44,220,24
44,8,144,12
68,28,236,0
48,16,192,12
56,20,144,12
68,32,184,4
72,32,200,12
56,24,156,12
112,48,308,28
52,20,152,16
184,56,332,56
268,72,560,204
52,20,164,16
48,16,232,8
76,32,172,12
300,84,560,220
360,108,544,160
336,84,528,156
44,16,176,8
44,8,168,12
100,40,420,0
292,80,556,168
144,52,332,32
52,24,172,20
56,24,204,28
316,84,696,136
280,80,612,180
44,16,164,16
44,16,148,8
244,72,516,164
72,28,200,20
128,48,228,40
288,96,484,128
244,88,460,152
44,12,164,24
368,88,536,24
64,28,212,20
208,68,288,252
300,80,528,160
184,68,312,112
44,12,180,16
144,60,476,364
44,12,188,12
284,84,612,192
84,40,260,16
336,80,564,160
316,84,560,168
144,56,232,196
76,32,208,16
296,92,496,124
60,24,168,20
404,92,588,208
248,88,528,132
52,20,208,16
380,92,596,212
288,84,560,152
280,76,560,288
196,64,232,208
44,12,172,16
312,80,532,148
340,88,584,172
68,32,192,16
52,16,108,8
84,36,268,24
56,24,184,12
88,40,236,16
44,8,148,8
344,88,548,176
320,80,532,164
84,36,244,12
56,24,220,24
60,28,168,20
196,68,308,328
56,20,132,16
64,28,204,8
72,32,232,24
72,32,208,24
48,16,176,28
52,20,228,28
280,80,576,180
300,100,496,136
44,8,116,12
52,20,100,12
300,92,568,140
48,16,144,12
76,36,216,20
44,12,240,12
244,72,552,180
76,32,220,12
68,28,140,12
72,32,176,20
88,36,244,20
84,36,196,28
208,64,276,208
76,36,228,32
192,64,268,224
80,36,236,20
328,80,584,180
72,32,196,24
152,68,472,428
48,12,188,4
48,16,176,12
48,16,200,12
160,64,272,272
80,36,196,24
276,76,480,148
320,80,612,176
44,8,140,20
52,16,140,12
48,16,140,16
308,88,492,144
264,88,592,160
384,84,552,208
184,60,208,168
44,8,164,12
100,44,236,28
72,32,248,20
84,40,192,24
328,88,568,172
188,72,444,432
384,84,564,164
72,32,120,20
216,72,256,248
44,12,184,12
52,20,184,12
300,88,576,144
304,84,536,180
44,12,172,24
256,96,588,152
96,44,228,28
64,28,208,20
320,104,492,156
60,28,208,12
52,20,196,16
44,8,144,16
56,20,208,24
64,24,172,16
76,32,252,24
228,68,436,452
56,24,168,12
56,20,132,16
56,20,224,12
340,84,620,168
80,32,220,20
228,84,520,140
68,28,208,16
336,84,564,176
64,24,216,20
176,64,312,324
196,64,280,236
272,80,552,160
60,24,132,16
56,24,208,12
296,72,496,152
200,64,308,236
64,28,152,12
260,76,504,152
68,32,220,16
64,28,196,24
48,16,200,24
64,28,176,32
64,28,168,20
244,76,456,364
376,92,540,140
60,24,224,12
96,40,192,20
124,48,284,24
60,24,152,12
48,16,132,12
272,80,452,132
44,12,140,12
316,84,592,192
44,8,128,12
44,12,208,16
292,92,580,156
60,24,172,16
252,76,500,252
64,28,120,12
272,88,516,116
44,8,116,12
80,36,196,24
56,24,160,16
52,20,144,24
380,84,596,212
60,24,120,24
80,32,232,36
56,24,184,16
68,28,200,32
168,64,428,300
340,76,576,176
188,64,296,212
288,84,544,148
180,60,272,44
56,24,204,12
236,84,520,136
52,16,196,12
420,88,612,204
52,32,216,24
128,52,324,64
292,80,552,148
64,28,204,12
168,64,260,260
44,12,164,8
84,36,248,24
56,24,164,8
44,12,196,8
76,32,180,12
268,80,504,136
60,24,220,16
52,20,248,12
152,72,544,144
68,32,188,12
56,24,160,16
284,84,548,144
276,76,520,188
44,12,164,16
212,64,256,244
308,84,628,180
64,28,200,16
56,20,168,16
296,76,560,164
44,8,152,8
140,56,312,296
348,96,556,180
76,32,204,12
48,12,144,32
200,64,308,220
312,76,540,176
108,44,256,44
48,16,180,16
48,16,192,12
48,20,156,16
60,28,148,12
64,28,208,24
56,20,260,28
68,28,184,12
72,32,252,16
56,20,176,24
88,36,244,16
292,100,572,140
56,24,188,12
44,12,136,16
44,12,148,16
44,12,144,16
64,28,240,20
52,20,212,8
156,60,220,192
112,44,240,28
320,88,616,184
228,76,540,160
68,32,236,12
48,16,160,16
60,28,228,12
56,24,184,8
56,24,216,12
52,20,332,8
172,64,440,416
80,36,136,16
76,36,224,16
160,68,292,252
48,12,140,24
292,92,508,128
68,32,204,16
300,76,576,160
312,76,500,168
56,24,196,20
48,12,128,12
160,60,232,224
80,36,196,24
44,8,88,8
168,56,284,28
52,20,212,8
328,84,532,156
284,76,536,172
208,72,460,328
288,76,576,160
64,24,168,36
48,12,196,20
80,32,204,16
48,16,220,12
80,36,196,20
352,92,496,168
160,60,420,380
140,68,392,336
208,68,292,328
64,28,212,24
240,80,440,248
44,8,176,4
52,20,220,12
60,24,196,12
80,32,184,12
52,24,128,20
44,8,148,12
60,28,192,12
60,24,192,16
300,92,540,184
276,84,560,188
44,12,92,16
48,16,148,12
192,68,228,236
336,84,508,156
68,28,192,12
56,20,192,12
68,28,240,12
328,80,600,152
296,76,524,164
52,20,100,16
256,76,544,128
344,80,552,164
52,24,156,8
64,24,200,20
292,160,536,172
52,16,164,8
44,8,188,8
72,36,220,24
180,64,288,208
44,12,172,8
