Forward Scatter Signal,Forward Scatter Pulse Width Signal,Side Scatter Signal,Side Fluorescence Signal
348,84,612,204
196,64,268,196
72,32,188,28
48,16,216,16
44,8,164,16
264,80,572,184
244,72,440,316
60,28,212,28
64,28,188,20
48,12,188,8
52,20,164,12
300,76,528,160
76,32,196,20
296,80,528,156
356,88,596,200
176,60,252,208
76,32,244,24
332,80,536,176
80,32,212,40
64,28,208,24
348,84,632,224
260,76,420,352
48,12,156,0
308,76,588,192
300,84,588,180
240,80,648,204
44,12,196,12
344,80,536,176
196,68,228,184
380,84,592,184
348,84,552,184
272,76,544,180
368,80,692,120
64,24,192,28
240,72,400,280
300,80,600,200
264,76,496,156
220,68,236,216
40,8,200,16
80,36,224,28
48,16,132,12
328,80,620,192
192,68,252,232
72,32,260,24
56,24,168,12
44,8,192,12
60,24,180,12
200,64,404,248
44,12,168,24
252,72,584,164
56,20,220,12
200,64,552,180
84,36,260,20
256,84,548,172
72,28,256,24
172,60,276,224
72,32,216,24
324,76,528,140
44,12,184,12
44,12,176,20
328,80,608,208
268,80,548,152
196,64,300,284
48,16,200,12
188,60,268,188
48,16,188,20
320,80,604,232
44,12,192,20
48,16,200,16
300,76,492,136
340,88,584,200
48,16,232,24
308,84,580,172
192,64,296,272
48,16,192,56
268,76,516,156
400,88,836,132
192,64,256,192
236,68,532,232
76,32,232,20
256,68,496,176
56,24,192,20
140,56,276,200
304,76,532,160
44,12,180,12
188,60,280,248
232,72,496,136
48,12,164,12
332,84,572,164
248,76,532,144
152,56,320,232
252,76,524,152
48,16,144,12
192,64,260,204
224,72,524,152
156,68,376,248
176,64,292,212
372,88,780,160
52,16,152,4
264,76,616,184
72,32,232,32
44,8,176,24
48,20,196,12
276,76,576,164
168,64,268,208
56,20,144,20
84,40,256,16
72,36,204,24
44,12,200,20
60,24,196,40
140,56,240,240
208,64,304,316
212,64,268,248
44,12,180,12
112,84,452,184
376,88,724,120
44,12,168,8
72,32,188,20
64,28,172,20
44,12,116,20
208,64,304,276
208,68,516,160
52,24,168,12
52,20,220,12
192,64,264,220
52,20,232,28
268,76,544,172
304,76,616,188
296,80,492,172
60,24,180,16
164,56,284,196
92,40,228,32
156,56,268,192
84,40,212,24
52,20,204,24
336,76,584,192
368,84,576,192
376,88,584,184
248,72,604,188
76,32,184,20
68,32,232,32
52,20,212,12
232,72,452,288
216,64,296,240
56,24,204,28
60,28,176,20
52,20,212,24
56,24,184,12
52,20,228,20
48,16,172,8
284,72,532,240
108,52,620,48
276,76,568,172
268,72,536,152
256,76,568,208
288,80,560,188
388,88,616,236
156,60,260,156
44,8,208,12
368,84,592,200
240,72,432,224
272,84,612,212
284,76,564,184
136,52,288,196
324,76,584,188
60,24,204,24
284,76,560,168
200,64,232,240
52,20,152,20
56,20,216,12
152,56,316,280
164,60,316,296
360,88,556,192
44,12,168,12
56,24,192,20
48,16,136,20
48,12,132,8
44,8,180,20
288,72,560,172
184,64,292,256
60,28,192,52
192,60,272,240
164,60,280,180
308,76,544,176
68,28,240,16
64,28,200,24
44,12,128,8
60,24,164,12
308,76,480,156
60,24,136,24
224,68,416,364
240,72,524,156
308,80,556,196
168,64,420,372
336,76,660,112
340,84,580,176
48,16,132,12
48,20,188,12
332,84,544,204
88,40,176,24
268,80,588,180
52,20,168,8
48,12,172,20
196,68,520,140
44,8,168,16
328,84,596,180
292,84,620,184
276,76,576,176
200,60,284,88
80,32,236,36
72,32,224,36
124,52,244,24
60,24,208,12
288,80,532,148
52,20,176,12
324,80,596,220
260,76,616,192
244,84,544,192
292,80,632,192
64,28,184,20
56,20,192,28
200,64,268,248
204,68,496,148
204,68,252,192
156,64,224,180
340,84,524,160
48,16,208,16
152,56,284,204
180,60,224,196
324,88,620,216
64,28,236,20
196,76,304,280
176,60,228,192
192,68,264,224
284,80,520,160
172,60,284,248
304,84,536,172
236,68,548,172
52,20,224,20
48,12,248,16
172,60,256,200
44,8,192,24
52,20,192,12
60,28,184,8
268,80,548,164
44,12,104,12
48,12,128,12
48,12,168,12
44,8,200,12
288,80,556,172
332,80,528,156
80,36,220,24
232,68,288,240
56,24,268,24
60,24,220,28
256,76,568,168
64,28,240,32
276,84,604,208
52,24,184,12
56,20,196,20
52,20,204,20
56,20,212,12
44,16,220,28
48,16,180,12
252,72,560,176
172,60,248,192
80,32,232,24
372,88,616,192
312,80,524,152
84,36,220,28
268,76,552,184
44,8,192,24
208,68,316,332
68,28,248,24
312,104,536,192
76,32,264,24
292,80,540,144
68,28,208,16
236,76,524,132
228,68,524,212
48,16,204,12
60,28,188,16
184,64,256,188
52,20,172,12
184,60,292,244
148,56,264,212
172,60,272,224
352,80,524,180
156,60,304,316
204,64,268,224
320,84,604,180
52,20,184,20
292,72,548,152
76,36,168,20
92,40,252,40
160,56,284,256
44,12,140,16
56,24,176,12
64,28,180,12
224,76,452,336
80,36,244,20
48,12,184,24
216,68,284,204
44,16,136,12
64,24,184,12
156,52,348,40
56,24,156,12
340,84,492,192
48,16,156,24
44,12,168,12
308,80,552,184
52,20,180,20
192,64,256,204
56,24,188,16
48,16,188,16
48,16,220,16
348,80,704,116
44,8,156,12
48,12,144,12
52,20,176,12
272,80,604,204
300,76,572,172
340,92,620,196
72,32,248,16
304,84,560,172
292,76,520,148
68,28,248,24
308,76,612,184
52,20,160,8
300,80,600,180
60,24,176,16
72,28,176,8
208,64,256,180
60,28,196,12
176,60,252,68
108,48,232,20
60,24,200,12
48,16,144,16
68,32,244,16
44,12,220,16
60,24,212,12
252,72,500,156
48,16,192,20
44,12,208,20
200,64,328,260
292,80,640,192
56,20,252,0
44,8,172,16
152,60,280,216
60,24,272,20
300,88,652,420
100,44,240,32
56,24,236,24
264,76,536,160
60,28,212,20
316,76,604,216
300,76,596,172
436,96,784,132
44,8,172,20
304,76,536,168
52,24,156,12
52,20,144,12
208,64,252,216
276,76,508,148
304,76,544,172
172,60,300,200
292,84,576,180
284,80,540,160
64,28,228,24
212,64,256,232
48,16,196,12
172,64,260,288
52,20,92,16
296,80,528,180
56,20,184,8
260,72,564,184
52,16,164,16
112,44,256,32
228,68,560,156
52,20,172,28
208,68,272,232
196,64,216,196
48,16,208,16
68,32,228,12
52,20,204,12
48,16,184,12
52,20,176,12
44,8,184,12
72,32,232,32
136,56,284,276
76,36,236,24
64,28,220,16
60,24,200,28
44,8,188,16
60,24,220,36
284,76,532,156
192,72,428,344
164,60,312,260
184,64,304,192
200,64,280,212
304,72,528,148
60,24,204,16
48,16,200,20
348,76,540,172
48,16,236,12
96,40,236,16
156,60,268,188
204,64,284,204
308,80,544,172
156,60,324,352
60,28,248,12
48,12,120,12
92,40,252,36
164,60,216,200
56,20,180,12
44,8,208,12
56,20,244,12
160,56,268,236
184,64,280,180
184,60,248,208
324,80,576,172
48,12,216,24
52,20,160,28
52,16,268,16
44,8,180,4
44,8,184,24
272,76,584,180
284,72,424,292
52,20,188,12
296,80,568,160
312,80,564,180
264,72,484,148
48,16,200,16
72,32,216,16
48,16,184,8
68,28,216,20
52,20,216,12
48,12,148,16
52,20,216,16
292,72,576,164
48,16,168,12
44,12,152,16
328,80,528,168
284,76,532,168
48,16,196,28
68,32,220,24
196,68,284,264
52,20,156,16
260,72,484,460
68,32,204,16
144,56,280,160
292,76,444,128
64,24,196,16
336,80,568,168
44,12,188,8
48,12,128,20
300,76,552,156
168,56,248,180
192,64,420,340
52,20,196,16
304,84,584,168
148,60,244,148
56,24,236,16
348,84,552,232
44,12,184,12
308,84,612,188
272,76,576,172
184,60,232,180
44,12,120,12
180,60,252,204
48,16,144,12
64,24,204,12
116,48,220,40
308,80,524,172
172,60,272,192
324,80,568,168
52,20,192,24
48,20,168,8
144,60,252,196
56,24,196,12
56,20,192,24
184,64,244,212
148,60,256,228
296,76,512,180
228,88,504,132
44,12,220,12
196,60,240,224
52,20,264,12
184,64,296,240
52,24,196,12
56,24,204,20
48,12,156,12
324,80,544,172
196,64,252,200
200,76,352,324
192,64,264,248
336,84,620,180
304,76,588,172
200,60,272,224
228,72,536,136
196,60,292,228
308,76,528,152
248,68,524,160
96,40,232,28
44,8,208,8
80,36,212,20
316,80,532,168
48,16,208,20
44,12,196,4
336,88,608,196
308,80,548,204
72,32,256,28
344,84,604,200
44,12,196,16
44,12,152,12
172,60,288,200
256,80,532,148
52,20,196,8
208,68,424,376
56,24,172,12
44,12,180,8
60,28,232,16
244,76,548,172
240,108,412,360
264,72,500,164
320,80,520,176
296,76,536,168
316,76,672,112
44,12,180,12
64,32,132,24
260,80,580,160
344,84,544,176
348,80,604,244
44,12,180,20
52,20,112,8
80,36,144,12
252,68,532,156
48,12,176,16
192,60,284,264
48,12,168,12
64,24,188,16
60,24,108,16
52,20,176,16
48,16,192,12
328,76,540,180
44,12,212,16
160,60,268,184
56,24,196,8
48,16,120,4
60,24,272,32
228,76,440,380
80,36,192,16
172,60,292,180
316,76,536,164
216,64,252,200
200,64,288,52
276,76,576,180
212,68,512,156
44,8,172,16
60,24,208,20
192,68,260,232
204,64,284,176
232,72,572,172
68,28,232,16
244,76,528,148
200,64,264,240
44,12,160,12
292,76,556,204
108,52,236,72
188,68,304,252
68,28,224,24
52,20,168,12
300,76,548,176
280,80,628,196
44,12,172,12
260,68,480,148
296,72,520,152
60,24,188,12
320,80,560,152
148,56,248,236
208,64,272,252
188,64,252,180
184,64,276,156
80,36,228,20
344,84,604,276
52,20,176,28
196,72,432,400
84,40,236,68
48,12,164,16
208,72,464,148
84,36,188,24
196,72,428,324
312,80,608,192
372,92,568,184
180,64,296,76
64,56,196,0
44,12,200,12
240,72,392,316
248,76,532,148
88,36,232,32
68,32,200,12
56,24,196,12
184,64,280,232
232,76,556,168
192,68,264,204
60,24,220,20
72,32,232,12
128,52,232,188
332,84,592,188
52,20,212,20
60,28,196,12
152,56,284,232
52,20,236,24
344,80,580,176
168,60,248,184
308,80,588,200
164,60,296,236
196,64,264,252
44,12,132,0
48,12,180,8
368,84,540,176
212,72,432,348
300,80,608,188
112,44,292,48
244,72,500,144
56,24,168,20
92,40,244,24
360,80,732,140
48,16,144,24
324,76,528,180
420,84,568,216
52,20,176,16
280,76,576,204
44,12,168,8
360,88,644,228
108,44,316,24
300,84,600,208
192,64,260,220
44,12,188,20
60,24,148,12
48,16,160,12
200,64,280,200
200,64,304,256
220,68,288,220
44,12,184,20
260,76,520,132
280,72,508,180
284,80,556,172
56,24,184,16
276,76,580,164
208,76,412,292
180,60,304,208
56,24,240,20
48,16,224,16
60,24,172,24
192,64,388,400
68,28,240,20
144,56,236,152
48,16,168,16
192,68,456,396
252,72,508,152
232,72,432,364
280,80,612,192
228,68,528,176
296,80,572,172
212,72,448,420
304,80,564,180
256,80,516,144
408,88,764,140
168,60,272,212
336,84,556,156
208,64,276,240
72,28,232,20
52,20,144,8
300,80,524,152
48,16,160,12
304,76,576,192
48,16,156,8
200,72,440,396
284,76,512,144
268,76,600,180
268,72,548,204
60,24,168,12
204,64,292,240
48,16,240,32
176,60,276,200
324,80,604,192
356,84,568,180
184,64,264,200
56,24,264,20
296,76,540,168
280,72,532,164
68,32,192,24
356,84,564,180
120,48,276,24
284,76,576,172
184,60,248,212
232,76,520,168
264,72,540,144
172,60,236,204
344,88,776,136
124,52,276,44
52,20,188,12
48,16,164,20
72,28,236,20
48,12,172,20
56,24,260,32
192,64,264,216
180,60,228,212
52,20,152,20
56,24,212,12
356,84,588,188
236,72,496,140
200,64,240,180
220,68,472,160
196,60,280,256
348,80,604,188
184,60,240,200
56,20,212,28
68,28,284,40
140,56,260,212
180,72,460,96
44,8,184,4
264,80,584,208
44,12,204,20
52,20,192,24
172,60,300,244
228,76,576,212
48,16,196,20
60,24,220,20
336,88,624,192
256,72,572,148
276,76,560,184
44,12,192,12
52,20,168,16
232,68,544,140
56,20,152,8
60,28,192,12
48,16,160,4
320,80,540,160
60,24,196,8
288,76,612,200
304,84,584,184
56,24,172,20
196,64,304,276
304,76,552,188
52,20,168,16
136,52,356,72
60,28,152,16
188,68,420,328
252,76,556,188
56,24,260,0
284,80,612,188
44,8,124,8
44,8,172,12
56,24,188,40
48,16,228,16
44,12,132,20
252,76,544,148
144,56,284,244
352,100,492,160
64,28,204,20
300,84,544,180
72,32,196,16
44,8,184,8
188,60,280,220
312,80,576,216
60,28,200,16
52,20,184,12
340,80,588,192
192,64,260,224
184,64,260,208
424,88,620,212
304,80,584,204
44,8,152,12
296,80,532,132
208,64,280,184
332,88,560,196
44,12,224,12
48,20,208,12
204,68,384,124
332,84,580,176
48,16,160,16
112,44,256,36
100,44,248,20
84,40,176,32
56,24,156,16
184,64,288,212
276,80,584,188
376,84,572,168
80,36,280,20
264,72,548,184
44,8,164,12
76,32,216,24
184,60,328,284
320,80,536,168
80,32,216,24
200,68,240,236
48,16,156,4
308,76,560,144
344,80,560,192
236,80,540,184
308,84,572,172
172,60,276,216
308,80,496,164
64,28,192,28
220,68,252,220
48,16,196,20
184,64,304,316
108,48,260,40
172,60,260,188
136,76,452,4
44,12,172,16
300,80,588,168
52,20,140,20
136,56,240,208
332,80,580,236
348,84,536,176
96,44,236,28
148,56,304,224
272,84,560,152
276,76,504,152
52,20,184,16
52,16,200,12
44,8,164,12
44,12,140,20
308,76,540,156
268,72,484,156
48,12,180,20
296,76,472,176
140,56,236,40
284,76,536,152
80,36,160,24
128,56,340,172
152,56,240,64
148,60,500,156
336,84,556,196
68,32,208,16
208,64,288,220
76,36,248,12
44,8,192,12
288,80,580,188
208,68,424,396
60,24,212,16
204,64,280,256
48,20,144,20
60,24,216,24
148,60,248,192
312,88,404,164
44,12,96,4
52,20,196,20
60,24,212,24
44,8,148,8
48,12,208,16
188,64,236,168
164,60,244,176
44,12,204,16
44,16,196,16
436,88,740,156
44,16,172,4
44,8,188,12
216,72,444,380
208,64,240,224
64,28,212,32
180,60,280,240
76,36,176,28
192,68,208,156
272,76,420,384
48,16,184,8
44,8,120,12
204,64,416,424
56,24,136,20
44,8,192,32
48,16,180,16
44,12,168,24
324,80,544,176
204,72,396,304
216,72,508,160
52,16,132,20
232,68,464,432
380,88,628,196
88,40,260,48
312,80,580,180
360,84,632,188
172,60,228,160
76,32,216,32
308,76,544,168
60,24,196,24
72,32,208,12
60,24,192,12
340,84,540,180
384,92,608,200
224,68,488,140
324,76,544,160
284,76,484,168
48,12,184,20
44,8,136,8
216,68,264,260
48,16,168,12
276,80,688,120
68,28,136,8
160,60,276,204
240,80,588,180
204,64,280,220
44,8,116,4
60,24,140,20
208,64,276,200
276,72,532,140
236,68,572,152
48,16,196,16
208,64,312,204
132,52,304,52
308,76,564,168
328,76,552,180
44,8,172,4
72,28,256,28
52,24,196,24
184,64,236,204
48,16,208,12
56,24,144,16
64,28,192,16
328,80,576,168
44,8,172,24
68,28,208,20
228,68,240,252
212,68,288,312
280,76,572,200
260,72,576,180
176,64,260,208
80,36,312,20
80,36,216,28
72,28,220,24
80,32,200,12
48,16,148,12
60,24,184,12
52,20,164,16
280,76,576,164
348,80,588,196
56,24,172,8
252,76,608,168
60,28,172,16
44,12,156,12
180,60,284,228
180,60,240,200
272,80,516,172
68,32,212,24
152,56,248,220
152,56,264,236
56,24,252,12
200,64,268,232
80,32,264,28
184,64,296,196
48,16,224,12
92,36,248,32
48,16,208,12
