Forward Scatter Signal,Forward Scatter Pulse Width Signal,Side Scatter Signal,Side Fluorescence Signal
188,64,296,252
212,68,312,332
176,60,260,304
204,64,276,236
192,60,288,248
352,80,612,200
136,56,304,444
200,60,292,216
200,64,288,344
244,68,264,332
188,64,256,272
156,56,240,216
168,60,224,224
172,60,256,220
216,68,296,296
56,20,208,0
200,60,224,200
224,68,288,316
212,64,304,308
196,64,248,284
208,64,304,300
232,64,248,276
256,76,548,168
184,64,292,308
360,80,552,228
196,64,272,220
160,60,264,212
180,60,228,200
188,64,268,384
176,60,300,252
172,60,304,336
204,60,268,276
244,68,320,336
204,64,272,260
236,68,284,232
208,64,252,252
208,68,292,312
164,56,244,220
184,60,296,340
168,56,288,272
180,60,288,256
184,60,236,208
224,64,292,308
196,64,256,260
208,64,308,300
184,64,268,192
168,60,256,252
204,64,276,268
176,64,336,316
176,60,252,224
236,68,328,396
200,64,332,392
184,60,300,272
188,64,300,372
168,60,268,276
164,60,284,304
172,60,316,296
200,64,244,240
180,60,232,216
264,72,308,344
132,56,260,168
176,60,220,208
232,72,436,348
184,64,264,332
192,60,236,188
292,76,552,180
224,64,292,308
208,64,272,248
196,64,280,300
228,68,268,296
200,64,300,236
200,64,276,252
176,60,276,224
216,68,280,260
164,56,188,160
168,56,268,200
208,64,236,196
244,68,364,388
216,64,232,216
228,68,312,268
256,72,596,176
128,64,328,280
156,56,248,224
224,64,288,276
316,72,556,192
132,68,260,120
184,60,296,212
188,64,264,380
216,72,288,316
204,64,244,240
200,64,328,360
200,64,260,344
200,64,280,236
152,60,272,308
280,76,592,188
196,64,248,240
168,56,224,204
192,64,252,236
184,60,256,200
224,68,280,352
152,56,252,212
184,60,220,212
156,60,308,276
192,64,256,184
204,64,312,280
224,64,292,252
176,60,276,292
216,64,312,264
204,72,456,580
184,64,308,284
176,60,268,216
232,64,244,292
176,60,284,248
156,56,252,184
328,84,636,212
192,64,296,304
208,64,276,272
200,64,236,220
216,64,256,308
212,64,240,220
228,68,292,336
184,60,252,252
168,60,256,236
172,60,264,252
240,64,280,240
184,64,348,320
164,60,232,164
172,60,248,196
176,64,268,228
200,64,224,232
200,64,192,232
200,60,244,268
204,68,320,288
204,64,268,268
228,68,284,368
152,60,236,324
168,60,268,388
204,64,260,260
192,60,220,212
216,64,236,216
220,64,288,308
172,60,284,240
208,64,312,332
184,64,248,220
184,60,240,204
188,64,320,336
204,64,200,180
176,64,228,232
248,72,416,424
176,60,212,196
196,64,264,224
176,60,308,224
156,60,304,244
172,60,268,228
256,72,316,408
184,60,316,312
184,64,216,208
184,64,268,204
192,64,264,248
192,64,288,264
44,8,192,4
204,68,300,288
172,60,168,168
224,64,324,344
176,60,252,256
220,68,332,372
192,60,200,208
240,64,272,312
188,64,296,268
216,64,308,360
180,60,284,308
212,64,284,288
316,84,596,228
188,60,272,328
188,60,292,260
188,64,280,204
172,60,252,260
152,60,236,212
200,64,280,260
200,64,240,252
180,60,256,236
324,80,552,176
180,60,292,256
176,64,244,268
176,60,280,276
208,68,292,272
168,56,232,264
368,84,644,220
196,64,244,320
176,60,320,344
184,60,236,248
160,60,292,252
180,60,248,212
204,64,292,292
180,60,260,244
224,68,220,264
176,68,328,252
216,68,268,312
252,68,308,388
224,68,304,312
188,64,328,312
164,64,252,200
188,60,232,244
208,68,292,300
176,60,244,248
188,64,228,220
160,60,288,248
192,64,308,352
228,64,288,296
164,56,200,208
176,60,232,220
168,60,252,188
236,76,396,328
172,60,208,160
192,60,284,260
208,64,280,284
408,84,620,240
164,60,252,300
172,60,272,232
184,64,288,296
192,64,248,196
164,60,220,212
156,56,248,204
200,64,244,248
200,64,256,280
248,68,636,4
204,64,244,276
232,64,288,332
192,64,220,200
220,68,288,320
224,64,272,264
160,60,272,228
204,64,228,244
192,64,256,336
288,72,624,180
200,64,268,280
196,64,316,360
208,64,292,280
180,60,240,184
216,64,284,248
184,64,268,180
164,60,260,260
180,64,264,292
228,64,244,256
216,72,440,488
176,60,272,264
200,72,396,320
200,64,288,288
192,64,268,228
212,68,352,328
72,44,276,104
208,64,296,284
192,64,284,296
212,64,236,228
200,64,284,260
164,60,252,188
184,64,256,240
216,64,256,256
160,56,256,240
192,64,156,168
208,64,268,276
224,68,272,320
196,60,276,320
240,68,324,368
244,76,532,180
176,60,244,220
232,64,276,280
148,60,284,204
228,68,308,320
208,64,224,228
228,64,308,352
192,64,240,264
168,60,188,196
168,64,304,336
160,60,280,236
200,60,292,248
188,64,272,352
200,64,220,232
188,64,260,320
172,60,256,208
208,64,252,248
172,60,272,240
172,60,220,232
220,64,256,244
216,68,268,216
188,60,284,264
156,60,220,196
200,64,264,228
240,72,416,340
180,60,280,248
196,64,280,312
184,60,252,256
204,64,252,232
196,60,228,196
184,60,220,204
252,72,304,428
216,64,304,260
72,32,324,4
216,68,304,324
192,64,324,300
208,64,300,284
176,60,296,300
208,64,208,208
80,48,352,0
164,56,260,228
196,64,204,196
212,64,316,328
160,56,256,304
184,60,232,172
196,64,252,252
188,64,280,200
172,60,292,268
236,68,432,460
288,76,536,172
200,64,268,284
220,68,288,312
172,56,244,196
216,64,300,312
220,68,324,336
196,64,316,224
212,64,276,288
192,60,308,364
172,60,280,268
164,56,276,268
192,60,264,216
176,60,248,228
208,64,280,272
224,68,276,260
356,100,664,760
176,60,260,244
176,60,264,196
168,60,276,244
184,64,244,256
228,68,456,452
188,64,276,376
236,68,276,252
180,68,300,256
208,68,296,284
188,64,264,248
176,60,208,184
204,64,320,304
296,76,520,156
204,68,408,416
196,64,264,300
232,64,284,252
172,60,256,268
176,64,228,180
212,68,296,248
200,64,232,220
144,52,252,176
200,64,304,332
220,68,224,224
188,60,272,296
180,64,292,264
160,56,252,168
212,64,268,252
172,60,260,196
192,64,256,168
208,64,280,276
248,68,596,188
220,68,304,396
216,64,276,276
212,68,236,252
244,68,256,252
212,68,296,296
272,76,568,184
176,60,284,260
200,60,292,288
176,60,300,308
164,60,168,256
212,64,284,284
212,68,284,324
164,60,288,264
156,60,260,264
192,64,264,204
188,60,236,232
220,68,296,312
172,60,300,260
164,60,236,244
208,64,284,284
176,60,264,208
180,60,240,240
188,64,252,244
172,60,276,252
196,64,284,212
184,64,272,228
164,60,212,188
180,60,248,312
168,56,232,196
232,72,268,280
192,60,244,236
160,60,284,264
228,64,236,304
188,60,280,256
164,60,256,228
180,60,280,224
160,60,304,280
220,64,312,280
232,68,336,324
184,64,256,252
152,56,256,244
272,80,528,328
156,56,236,232
240,68,388,332
148,56,220,176
48,16,168,0
208,64,272,320
208,64,216,272
192,64,240,268
188,60,280,308
348,84,576,208
164,56,280,232
180,60,272,384
228,64,284,332
160,60,260,232
164,60,316,264
168,60,268,244
188,64,276,240
176,64,264,220
184,60,276,344
176,60,204,168
160,60,252,220
160,56,240,168
176,60,288,280
192,64,328,304
172,60,268,264
228,64,300,308
168,56,240,188
188,64,284,276
168,60,248,252
188,60,288,220
192,64,284,260
180,60,220,236
176,60,316,332
184,64,268,268
196,64,272,260
200,64,284,232
228,68,296,304
216,64,224,280
308,80,444,808
212,64,308,356
284,76,548,184
224,64,272,276
232,72,324,348
164,56,256,228
356,84,624,224
204,64,244,248
492,84,772,12
176,60,248,200
212,68,260,328
220,64,292,340
204,60,292,240
176,60,224,228
160,60,268,260
156,60,252,224
212,64,268,256
204,64,236,212
212,64,280,304
156,60,232,208
184,64,308,284
184,64,268,240
176,60,260,304
180,60,252,264
208,68,292,284
324,80,644,216
328,80,568,192
168,60,232,240
232,68,276,320
188,64,248,248
228,64,240,248
208,64,204,180
196,60,260,240
268,80,564,168
188,64,236,280
552,92,816,8
208,64,288,312
164,60,324,308
200,64,220,220
224,68,280,304
172,56,232,200
232,68,256,256
380,80,664,220
172,60,312,324
192,64,300,232
196,68,328,352
176,60,228,192
208,68,256,244
200,64,288,408
164,60,260,240
168,60,216,240
212,64,288,308
196,64,260,292
196,64,236,260
204,64,284,284
216,68,260,252
196,60,288,284
192,60,248,216
380,88,648,200
192,60,252,240
212,68,268,232
236,64,272,236
204,64,264,308
200,64,280,288
164,60,276,288
196,60,260,268
180,60,236,212
280,72,420,288
192,64,312,332
180,60,268,236
308,76,576,176
176,64,304,320
184,64,292,372
208,64,296,300
168,60,236,248
180,60,224,204
208,64,268,276
168,60,268,296
220,64,220,288
232,72,548,192
164,60,236,232
236,68,280,316
208,72,368,288
192,60,292,328
196,64,304,356
184,60,248,260
180,60,308,324
188,64,216,236
188,64,296,456
200,64,284,300
216,64,288,284
200,64,252,236
184,64,240,240
148,56,276,256
272,80,444,404
164,60,260,204
128,44,300,0
216,68,296,228
208,64,240,252
208,64,288,308
212,64,264,252
180,60,248,284
184,64,288,324
224,68,312,324
192,64,272,232
332,80,624,220
64,28,292,0
296,76,552,180
212,64,320,308
188,60,228,192
168,60,256,176
196,64,236,232
160,56,200,180
216,68,312,320
268,76,412,500
196,64,260,220
224,64,316,268
216,64,300,308
276,76,596,180
176,56,276,256
220,64,324,320
208,64,300,308
204,64,252,304
212,64,276,256
184,64,244,248
208,68,300,320
192,60,248,216
204,64,284,284
352,88,600,188
196,64,264,268
176,64,212,216
208,64,292,216
188,64,296,236
232,68,268,280
192,64,264,224
184,64,260,276
232,68,320,372
184,60,164,168
164,60,280,284
188,64,264,276
184,64,264,204
344,80,668,248
172,60,284,292
168,56,280,280
200,64,280,312
176,64,272,256
176,60,232,224
248,68,344,384
224,68,236,220
196,60,248,204
240,72,396,360
220,64,252,272
184,60,288,320
156,56,324,316
236,68,308,380
176,60,268,288
244,68,308,348
176,60,268,280
180,64,276,212
216,64,268,252
260,76,460,496
228,68,292,336
208,64,236,264
168,60,248,172
184,64,344,364
184,64,284,216
140,52,236,200
176,64,324,332
232,68,288,296
284,72,532,184
208,68,236,252
188,60,256,248
176,64,252,172
204,64,300,264
236,68,284,308
184,64,208,236
180,64,288,244
200,60,280,232
152,60,236,264
216,68,368,376
196,64,292,280
212,64,276,256
304,84,588,244
216,64,292,304
212,68,248,288
52,20,204,0
208,64,356,344
156,60,268,276
160,56,256,268
164,56,248,336
104,48,444,0
176,60,280,240
228,68,304,312
172,60,236,204
196,64,260,264
176,60,260,244
288,76,644,200
376,76,604,204
216,68,284,300
212,72,468,540
44,12,236,8
156,56,200,180
180,64,304,304
220,68,304,360
164,60,276,280
224,68,292,368
204,64,308,304
208,64,220,196
168,60,244,168
204,64,272,244
224,68,284,320
176,56,240,168
184,60,288,288
352,80,576,224
184,64,268,252
164,56,248,244
272,72,528,172
196,64,288,376
244,68,276,312
252,68,268,332
200,64,312,300
228,68,276,292
160,56,276,216
188,64,260,288
208,64,300,276
292,84,600,216
164,60,276,268
164,60,248,224
188,60,284,236
208,68,340,272
204,64,244,220
152,56,260,220
208,64,240,200
176,60,296,292
196,64,272,192
204,64,204,180
196,60,212,244
376,84,668,204
356,80,536,196
196,64,304,316
188,60,280,228
204,64,276,256
156,56,204,280
184,64,280,332
372,88,616,232
180,60,248,252
164,60,272,280
64,24,184,0
140,44,180,0
236,76,500,724
288,76,632,188
200,64,312,364
192,60,188,176
184,60,252,224
216,68,328,296
204,64,332,464
164,60,208,224
208,64,284,240
188,60,284,284
208,64,248,256
200,64,220,200
232,68,528,168
204,64,216,196
212,64,236,192
284,76,568,172
160,60,260,264
220,64,260,288
276,72,416,432
228,64,268,276
212,64,316,304
240,64,312,292
200,64,288,208
172,60,256,252
152,56,192,184
220,64,252,256
72,28,228,0
176,60,256,244
172,60,264,316
192,64,284,268
224,68,320,308
204,64,248,268
168,60,252,236
244,68,308,408
180,60,268,332
212,64,240,200
204,64,288,264
368,84,612,200
208,64,328,296
200,64,260,292
156,56,220,196
168,60,220,204
184,60,292,344
336,80,576,220
348,80,616,200
196,64,224,228
208,68,304,320
152,60,260,180
56,24,224,0
216,64,332,372
192,64,296,296
212,64,256,272
204,64,300,212
156,56,252,192
216,64,268,348
292,76,588,184
172,64,304,352
208,64,276,300
200,64,244,256
352,80,616,196
212,68,296,304
224,64,344,292
212,64,276,272
204,64,324,392
180,60,200,240
236,72,452,136
160,60,236,232
188,64,284,308
204,64,296,356
196,60,232,196
220,64,240,244
184,60,248,192
208,64,260,284
220,68,284,292
180,60,240,260
200,68,280,288
216,64,284,372
168,60,284,316
196,60,224,248
180,60,280,216
212,64,324,272
152,60,276,268
180,60,232,188
232,68,312,324
164,60,212,200
220,64,224,208
316,84,628,188
204,64,264,248
236,68,304,392
180,60,232,232
180,64,296,264
184,60,180,228
164,60,224,184
148,56,232,188
240,76,424,276
180,60,248,244
208,68,284,220
204,64,292,296
336,80,556,204
240,100,1012,12
156,56,276,220
208,64,268,300
212,64,252,188
164,56,212,184
172,60,196,220
196,64,260,288
148,56,204,180
184,60,212,244
188,60,220,224
204,64,288,224
244,72,368,452
184,60,256,264
168,60,252,264
184,64,264,232
240,64,272,260
196,60,216,208
288,80,556,200
192,60,260,228
232,68,272,296
160,60,228,248
148,60,200,208
148,56,252,200
200,64,240,232
228,64,220,268
308,76,572,192
188,64,256,252
164,52,336,0
196,64,244,244
228,68,252,276
160,60,288,256
220,64,220,208
236,72,460,424
192,64,288,296
212,64,284,296
200,64,272,300
172,60,236,192
180,60,308,340
172,64,284,260
212,64,328,340
212,64,264,316
224,68,248,340
248,68,504,140
176,60,280,280
144,52,220,176
208,64,276,268
180,60,280,256
172,60,248,204
216,64,264,216
200,64,264,296
168,60,292,288
176,60,256,184
216,64,232,212
208,64,240,228
212,64,288,324
180,64,312,240
256,76,560,188
176,60,264,256
224,68,260,316
188,60,420,336
200,64,280,284
168,56,236,208
180,64,268,200
200,60,268,252
152,56,252,248
164,60,228,232
196,68,312,268
176,60,256,220
212,64,260,236
184,64,220,220
336,84,656,272
188,60,308,372
184,64,256,216
176,60,248,188
156,56,232,204
208,64,324,312
188,64,288,268
200,64,288,292
312,80,600,196
184,64,312,284
320,76,584,188
176,60,232,212
188,60,288,284
160,56,248,228
164,60,276,184
188,60,256,296
92,36,408,4
196,64,232,236
136,52,204,184
320,76,616,180
296,72,536,176
176,60,280,244
272,68,548,196
288,80,608,172
180,60,216,204
228,68,292,308
184,60,256,248
188,60,300,272
216,68,312,312
172,60,256,232
160,56,228,204
168,56,296,256
188,64,300,312
200,64,352,420
164,60,308,256
208,64,288,260
156,60,232,236
180,60,252,268
216,64,260,296
180,64,268,252
152,56,192,200
192,60,276,328
172,60,228,200
212,68,264,272
200,64,268,248
172,60,248,248
180,60,292,340
220,72,540,284
240,72,436,416
176,64,232,172
176,60,280,292
184,60,328,356
196,64,252,296
244,68,296,356
192,64,256,288
180,60,248,232
184,64,356,520
116,44,372,0
180,60,276,280
224,68,264,272
180,60,224,232
220,72,472,616
160,56,216,204
196,64,304,292
180,60,276,284
280,76,560,144
88,36,324,0
212,64,236,200
196,68,512,164
284,76,568,168
188,64,292,268
216,64,284,264
224,68,312,312
192,60,196,196
188,60,256,192
212,68,256,264
152,56,276,256
180,60,236,240
196,64,268,264
172,60,204,208
144,56,232,228
216,68,284,264
196,64,256,260
208,68,292,252
224,64,260,256
180,60,220,216
200,64,280,320
200,64,276,232
188,60,196,208
244,60,444,0
192,60,200,200
192,60,240,200
164,56,256,232
168,60,240,216
180,64,300,300
176,64,240,216
180,64,260,164
236,68,428,508
328,80,596,188
316,80,544,180
196,64,284,284
172,60,248,240
156,60,236,212
204,64,304,348
204,64,320,276
176,60,320,372
244,68,464,516
208,64,256,228
212,64,248,280
236,68,308,320
180,64,292,332
216,68,296,288
188,60,264,192
188,60,236,240
180,60,248,228
168,60,212,228
156,60,276,256
216,64,228,232
188,64,288,240
160,60,276,240
208,64,272,236
228,64,280,260
152,56,244,224
208,64,252,268
248,68,308,404
192,60,220,216
164,64,332,348
196,60,316,300
228,68,280,288
244,68,336,412
180,60,220,180
168,60,272,232
156,56,288,300
200,60,204,244
120,48,292,508
168,64,228,256
220,64,292,308
168,64,276,248
176,60,244,316
180,60,308,376
168,60,280,284
192,60,268,228
172,60,268,236
188,60,276,268
220,72,624,220
156,56,212,180
184,60,232,240
200,64,276,272
184,64,284,316
188,68,292,240
224,64,252,260
228,68,276,332
172,60,316,332
204,68,236,220
172,60,316,296
192,64,224,204
244,76,564,196
660,260,640,304
172,60,224,220
180,60,236,280
164,60,232,172
188,60,216,200
196,64,280,244
232,68,332,364
212,68,300,312
200,64,216,168
204,64,264,264
48,16,232,0
192,64,328,452
220,64,308,284
188,64,256,300
200,64,280,272
220,64,276,276
168,60,216,152
184,60,264,260
156,56,192,224
160,60,232,224
160,56,256,264
208,64,256,308
156,56,260,264
168,60,264,260
148,60,248,188
212,64,280,308
120,48,560,0
168,60,260,240
172,60,236,196
188,60,224,252
348,80,620,224
208,64,260,260
192,60,224,224
176,64,312,304
204,64,272,240
188,68,300,412
196,60,204,184
208,64,260,232
200,64,304,352
44,12,196,0
176,56,228,212
208,64,276,248
236,68,276,312
180,60,260,236
196,64,268,276
232,64,204,188
196,64,252,268
208,68,308,320
256,68,392,348
172,60,240,212
184,60,236,192
216,64,288,280
192,64,308,292
336,80,636,248
208,64,264,276
164,60,200,140
204,60,264,236
220,64,296,292
188,60,284,256
172,60,292,316
168,60,296,276
204,64,304,356
204,64,272,288
200,64,224,192
220,68,464,436
168,60,292,268
200,64,224,252
188,64,252,188
176,60,288,260
236,76,456,464
196,64,252,264
168,60,276,248
196,64,224,244
188,64,212,200
160,60,248,216
188,60,236,208
260,80,552,160
212,68,248,232
204,56,380,0
176,60,236,272
172,60,208,196
364,84,616,220
208,68,268,300
284,76,532,216
176,60,328,364
192,60,192,196
196,60,252,280
168,56,244,252
188,60,288,336
200,64,236,188
192,64,292,284
232,68,268,320
312,80,612,268
184,60,288,276
192,60,224,224
188,60,192,208
200,64,280,248
276,84,636,220
336,80,568,196
252,68,276,328
204,64,240,228
208,64,292,280
180,60,232,184
232,68,344,416
232,68,312,348
128,56,244,176
80,32,344,0
164,56,236,228
188,64,288,332
180,64,336,344
184,68,436,696
