Forward Scatter Signal,Forward Scatter Pulse Width Signal,Side Scatter Signal,Side Fluorescence Signal,,,,,,,,,,,,,,,,,,,,,,Forward Scatter Signal,Forward Scatter Pulse Width Signal,Side Scatter Signal,Side Fluorescence Signal
300,80,616,264,,,,,,,,,,,,,,,,,,,,,,300,80,616,264
44,8,240,12,,,,,,,,,,,,,,,,,,,,,,44,8,240,12
76,32,260,20,,,,,,,,,,,,,,,,,,,,,,76,32,260,20
44,12,192,20,,,,,,,,,,,,,,,,,,,,,,44,12,192,20
312,80,624,196,,,,,,,,,,,,,,,,,,,,,,312,80,624,196
140,56,268,200,,,,,,,,,,,,,,,,,,,,,,140,56,268,200
324,80,636,216,,,,,,,,,,,,,,,,,,,,,,324,80,636,216
44,16,136,12,,,,,,,,,,,,,,,,,,,,,,44,16,136,12
180,64,328,364,,,,,,,,,,,,,,,,,,,,,,180,64,328,364
272,80,604,192,,,,,,,,,,,,,,,,,,,,,,272,80,604,192
300,80,580,216,,,,,,,,,,,,,,,,,,,,,,300,80,580,216
44,8,212,20,,,,,,,,,,,,,,,,,,,,,,44,8,212,20
204,64,276,348,,,,,,,,,,,,,,,,,,,,,,204,64,276,348
412,84,608,228,,,,,,,,,,,,,,,,,,,,,,412,84,608,228
52,20,172,20,,,,,,,,,,,,,,,,,,,,,,52,20,172,20
288,76,612,176,,,,,,,,,,,,,,,,,,,,,,288,76,612,176
60,24,156,24,,,,,,,,,,,,,,,,,,,,,,60,24,156,24
280,76,572,192,,,,,,,,,,,,,,,,,,,,,,280,76,572,192
64,28,188,16,,,,,,,,,,,,,,,,,,,,,,64,28,188,16
360,88,488,176,,,,,,,,,,,,,,,,,,,,,,360,88,488,176
340,80,620,208,,,,,,,,,,,,,,,,,,,,,,340,80,620,208
292,72,580,192,,,,,,,,,,,,,,,,,,,,,,292,72,580,192
288,76,604,192,,,,,,,,,,,,,,,,,,,,,,288,76,604,192
364,80,604,204,,,,,,,,,,,,,,,,,,,,,,364,80,604,204
344,76,576,176,,,,,,,,,,,,,,,,,,,,,,344,76,576,176
52,20,144,12,,,,,,,,,,,,,,,,,,,,,,52,20,144,12
52,20,192,12,,,,,,,,,,,,,,,,,,,,,,52,20,192,12
336,84,560,204,,,,,,,,,,,,,,,,,,,,,,336,84,560,204
264,72,564,180,,,,,,,,,,,,,,,,,,,,,,264,72,564,180
188,60,232,220,,,,,,,,,,,,,,,,,,,,,,188,60,232,220
244,68,524,160,,,,,,,,,,,,,,,,,,,,,,244,68,524,160
144,68,520,396,,,,,,,,,,,,,,,,,,,,,,144,68,520,396
280,84,652,172,,,,,,,,,,,,,,,,,,,,,,280,84,652,172
328,80,564,200,,,,,,,,,,,,,,,,,,,,,,328,80,564,200
52,20,180,24,,,,,,,,,,,,,,,,,,,,,,52,20,180,24
112,48,276,28,,,,,,,,,,,,,,,,,,,,,,112,48,276,28
52,20,116,12,,,,,,,,,,,,,,,,,,,,,,52,20,116,12
168,56,296,252,,,,,,,,,,,,,,,,,,,,,,168,56,296,252
84,36,228,16,,,,,,,,,,,,,,,,,,,,,,84,36,228,16
52,20,200,24,,,,,,,,,,,,,,,,,,,,,,52,20,200,24
260,72,528,156,,,,,,,,,,,,,,,,,,,,,,260,72,528,156
172,60,272,284,,,,,,,,,,,,,,,,,,,,,,172,60,272,284
260,72,548,188,,,,,,,,,,,,,,,,,,,,,,260,72,548,188
332,80,600,156,,,,,,,,,,,,,,,,,,,,,,332,80,600,156
264,76,552,172,,,,,,,,,,,,,,,,,,,,,,264,76,552,172
156,60,268,296,,,,,,,,,,,,,,,,,,,,,,156,60,268,296
348,84,608,176,,,,,,,,,,,,,,,,,,,,,,348,84,608,176
400,84,608,244,,,,,,,,,,,,,,,,,,,,,,400,84,608,244
204,64,284,248,,,,,,,,,,,,,,,,,,,,,,204,64,284,248
48,16,220,20,,,,,,,,,,,,,,,,,,,,,,48,16,220,20
60,24,212,28,,,,,,,,,,,,,,,,,,,,,,60,24,212,28
348,76,604,200,,,,,,,,,,,,,,,,,,,,,,348,76,604,200
48,16,188,20,,,,,,,,,,,,,,,,,,,,,,48,16,188,20
48,16,132,16,,,,,,,,,,,,,,,,,,,,,,48,16,132,16
176,56,340,44,,,,,,,,,,,,,,,,,,,,,,176,56,340,44
80,36,292,40,,,,,,,,,,,,,,,,,,,,,,80,36,292,40
52,20,224,16,,,,,,,,,,,,,,,,,,,,,,52,20,224,16
136,52,292,36,,,,,,,,,,,,,,,,,,,,,,136,52,292,36
52,20,232,24,,,,,,,,,,,,,,,,,,,,,,52,20,232,24
108,48,220,24,,,,,,,,,,,,,,,,,,,,,,108,48,220,24
296,76,532,168,,,,,,,,,,,,,,,,,,,,,,296,76,532,168
260,72,528,188,,,,,,,,,,,,,,,,,,,,,,260,72,528,188
56,24,168,12,,,,,,,,,,,,,,,,,,,,,,56,24,168,12
248,72,488,156,,,,,,,,,,,,,,,,,,,,,,248,72,488,156
52,24,200,12,,,,,,,,,,,,,,,,,,,,,,52,24,200,12
232,68,280,360,,,,,,,,,,,,,,,,,,,,,,232,68,280,360
92,40,236,32,,,,,,,,,,,,,,,,,,,,,,92,40,236,32
188,60,284,336,,,,,,,,,,,,,,,,,,,,,,188,60,284,336
72,32,264,40,,,,,,,,,,,,,,,,,,,,,,72,32,264,40
84,36,240,44,,,,,,,,,,,,,,,,,,,,,,84,36,240,44
44,12,148,8,,,,,,,,,,,,,,,,,,,,,,44,12,148,8
252,72,560,172,,,,,,,,,,,,,,,,,,,,,,252,72,560,172
176,64,244,264,,,,,,,,,,,,,,,,,,,,,,176,64,244,264
364,88,592,208,,,,,,,,,,,,,,,,,,,,,,364,88,592,208
396,84,656,204,,,,,,,,,,,,,,,,,,,,,,396,84,656,204
352,120,596,200,,,,,,,,,,,,,,,,,,,,,,352,120,596,200
172,68,436,448,,,,,,,,,,,,,,,,,,,,,,172,68,436,448
224,92,416,372,,,,,,,,,,,,,,,,,,,,,,224,92,416,372
300,84,560,160,,,,,,,,,,,,,,,,,,,,,,300,84,560,160
72,28,192,44,,,,,,,,,,,,,,,,,,,,,,72,28,192,44
312,80,616,268,,,,,,,,,,,,,,,,,,,,,,312,80,616,268
188,68,464,444,,,,,,,,,,,,,,,,,,,,,,188,68,464,444
356,80,604,232,,,,,,,,,,,,,,,,,,,,,,356,80,604,232
324,80,564,164,,,,,,,,,,,,,,,,,,,,,,324,80,564,164
80,36,248,16,,,,,,,,,,,,,,,,,,,,,,80,36,248,16
276,76,576,156,,,,,,,,,,,,,,,,,,,,,,276,76,576,156
348,80,576,196,,,,,,,,,,,,,,,,,,,,,,348,80,576,196
416,96,608,216,,,,,,,,,,,,,,,,,,,,,,416,96,608,216
272,76,632,192,,,,,,,,,,,,,,,,,,,,,,272,76,632,192
332,76,532,208,,,,,,,,,,,,,,,,,,,,,,332,76,532,208
80,36,220,40,,,,,,,,,,,,,,,,,,,,,,80,36,220,40
284,76,572,220,,,,,,,,,,,,,,,,,,,,,,284,76,572,220
52,16,148,16,,,,,,,,,,,,,,,,,,,,,,52,16,148,16
236,76,452,368,,,,,,,,,,,,,,,,,,,,,,236,76,452,368
204,68,472,112,,,,,,,,,,,,,,,,,,,,,,204,68,472,112
60,24,208,16,,,,,,,,,,,,,,,,,,,,,,60,24,208,16
304,80,668,204,,,,,,,,,,,,,,,,,,,,,,304,80,668,204
80,36,280,28,,,,,,,,,,,,,,,,,,,,,,80,36,280,28
320,80,624,220,,,,,,,,,,,,,,,,,,,,,,320,80,624,220
340,88,620,212,,,,,,,,,,,,,,,,,,,,,,340,88,620,212
64,28,164,20,,,,,,,,,,,,,,,,,,,,,,64,28,164,20
72,36,148,8,,,,,,,,,,,,,,,,,,,,,,72,36,148,8
296,72,532,184,,,,,,,,,,,,,,,,,,,,,,296,72,532,184
64,28,208,8,,,,,,,,,,,,,,,,,,,,,,64,28,208,8
56,24,192,16,,,,,,,,,,,,,,,,,,,,,,56,24,192,16
44,12,216,20,,,,,,,,,,,,,,,,,,,,,,44,12,216,20
52,20,200,16,,,,,,,,,,,,,,,,,,,,,,52,20,200,16
280,88,632,172,,,,,,,,,,,,,,,,,,,,,,280,88,632,172
216,68,232,244,,,,,,,,,,,,,,,,,,,,,,216,68,232,244
76,32,264,32,,,,,,,,,,,,,,,,,,,,,,76,32,264,32
172,64,272,264,,,,,,,,,,,,,,,,,,,,,,172,64,272,264
68,32,216,24,,,,,,,,,,,,,,,,,,,,,,68,32,216,24
312,72,564,216,,,,,,,,,,,,,,,,,,,,,,312,72,564,216
296,72,504,168,,,,,,,,,,,,,,,,,,,,,,296,72,504,168
404,92,636,184,,,,,,,,,,,,,,,,,,,,,,404,92,636,184
320,80,620,264,,,,,,,,,,,,,,,,,,,,,,320,80,620,264
160,60,296,244,,,,,,,,,,,,,,,,,,,,,,160,60,296,244
48,16,164,20,,,,,,,,,,,,,,,,,,,,,,48,16,164,20
348,80,564,192,,,,,,,,,,,,,,,,,,,,,,348,80,564,192
196,68,316,368,,,,,,,,,,,,,,,,,,,,,,196,68,316,368
252,72,556,176,,,,,,,,,,,,,,,,,,,,,,252,72,556,176
340,84,520,172,,,,,,,,,,,,,,,,,,,,,,340,84,520,172
44,16,188,12,,,,,,,,,,,,,,,,,,,,,,44,16,188,12
44,8,116,8,,,,,,,,,,,,,,,,,,,,,,44,8,116,8
188,60,268,288,,,,,,,,,,,,,,,,,,,,,,188,60,268,288
204,68,464,436,,,,,,,,,,,,,,,,,,,,,,204,68,464,436
332,80,580,188,,,,,,,,,,,,,,,,,,,,,,332,80,580,188
112,44,220,44,,,,,,,,,,,,,,,,,,,,,,112,44,220,44
368,84,668,208,,,,,,,,,,,,,,,,,,,,,,368,84,668,208
352,80,540,236,,,,,,,,,,,,,,,,,,,,,,352,80,540,236
316,80,596,216,,,,,,,,,,,,,,,,,,,,,,316,80,596,216
52,20,192,20,,,,,,,,,,,,,,,,,,,,,,52,20,192,20
48,16,212,20,,,,,,,,,,,,,,,,,,,,,,48,16,212,20
168,64,412,376,,,,,,,,,,,,,,,,,,,,,,168,64,412,376
224,68,328,308,,,,,,,,,,,,,,,,,,,,,,224,68,328,308
72,32,188,20,,,,,,,,,,,,,,,,,,,,,,72,32,188,20
176,64,440,424,,,,,,,,,,,,,,,,,,,,,,176,64,440,424
52,20,160,12,,,,,,,,,,,,,,,,,,,,,,52,20,160,12
164,60,272,308,,,,,,,,,,,,,,,,,,,,,,164,60,272,308
120,48,252,60,,,,,,,,,,,,,,,,,,,,,,120,48,252,60
208,64,252,276,,,,,,,,,,,,,,,,,,,,,,208,64,252,276
60,28,192,12,,,,,,,,,,,,,,,,,,,,,,60,28,192,12
332,80,548,192,,,,,,,,,,,,,,,,,,,,,,332,80,548,192
52,20,164,20,,,,,,,,,,,,,,,,,,,,,,52,20,164,20
292,72,428,164,,,,,,,,,,,,,,,,,,,,,,292,72,428,164
320,80,580,200,,,,,,,,,,,,,,,,,,,,,,320,80,580,200
280,76,672,104,,,,,,,,,,,,,,,,,,,,,,280,76,672,104
152,64,396,244,,,,,,,,,,,,,,,,,,,,,,152,64,396,244
44,12,176,8,,,,,,,,,,,,,,,,,,,,,,44,12,176,8
308,84,608,184,,,,,,,,,,,,,,,,,,,,,,308,84,608,184
140,52,332,52,,,,,,,,,,,,,,,,,,,,,,140,52,332,52
392,84,608,224,,,,,,,,,,,,,,,,,,,,,,392,84,608,224
160,56,272,36,,,,,,,,,,,,,,,,,,,,,,160,56,272,36
248,72,480,148,,,,,,,,,,,,,,,,,,,,,,248,72,480,148
72,36,248,20,,,,,,,,,,,,,,,,,,,,,,72,36,248,20
80,32,236,24,,,,,,,,,,,,,,,,,,,,,,80,32,236,24
144,56,280,200,,,,,,,,,,,,,,,,,,,,,,144,56,280,200
384,88,652,248,,,,,,,,,,,,,,,,,,,,,,384,88,652,248
328,76,592,200,,,,,,,,,,,,,,,,,,,,,,328,76,592,200
168,56,252,236,,,,,,,,,,,,,,,,,,,,,,168,56,252,236
328,80,580,208,,,,,,,,,,,,,,,,,,,,,,328,80,580,208
276,76,604,188,,,,,,,,,,,,,,,,,,,,,,276,76,604,188
44,8,180,20,,,,,,,,,,,,,,,,,,,,,,44,8,180,20
288,80,524,196,,,,,,,,,,,,,,,,,,,,,,288,80,524,196
336,76,600,208,,,,,,,,,,,,,,,,,,,,,,336,76,600,208
276,76,556,168,,,,,,,,,,,,,,,,,,,,,,276,76,556,168
112,52,284,212,,,,,,,,,,,,,,,,,,,,,,112,52,284,212
96,48,284,112,,,,,,,,,,,,,,,,,,,,,,96,48,284,112
276,88,456,372,,,,,,,,,,,,,,,,,,,,,,276,88,456,372
292,88,612,188,,,,,,,,,,,,,,,,,,,,,,292,88,612,188
272,80,540,176,,,,,,,,,,,,,,,,,,,,,,272,80,540,176
300,76,576,152,,,,,,,,,,,,,,,,,,,,,,300,76,576,152
148,56,336,52,,,,,,,,,,,,,,,,,,,,,,148,56,336,52
72,28,192,24,,,,,,,,,,,,,,,,,,,,,,72,28,192,24
304,76,488,176,,,,,,,,,,,,,,,,,,,,,,304,76,488,176
324,84,612,172,,,,,,,,,,,,,,,,,,,,,,324,84,612,172
332,88,508,168,,,,,,,,,,,,,,,,,,,,,,332,88,508,168
396,88,640,244,,,,,,,,,,,,,,,,,,,,,,396,88,640,244
352,80,588,224,,,,,,,,,,,,,,,,,,,,,,352,80,588,224
336,80,592,176,,,,,,,,,,,,,,,,,,,,,,336,80,592,176
48,16,156,12,,,,,,,,,,,,,,,,,,,,,,48,16,156,12
268,72,584,164,,,,,,,,,,,,,,,,,,,,,,268,72,584,164
188,60,336,360,,,,,,,,,,,,,,,,,,,,,,188,60,336,360
148,64,476,440,,,,,,,,,,,,,,,,,,,,,,148,64,476,440
216,72,408,412,,,,,,,,,,,,,,,,,,,,,,216,72,408,412
292,80,512,140,,,,,,,,,,,,,,,,,,,,,,292,80,512,140
44,8,172,12,,,,,,,,,,,,,,,,,,,,,,44,8,172,12
372,84,588,196,,,,,,,,,,,,,,,,,,,,,,372,84,588,196
48,16,224,24,,,,,,,,,,,,,,,,,,,,,,48,16,224,24
380,84,596,212,,,,,,,,,,,,,,,,,,,,,,380,84,596,212
348,84,588,212,,,,,,,,,,,,,,,,,,,,,,348,84,588,212
316,80,584,216,,,,,,,,,,,,,,,,,,,,,,316,80,584,216
224,68,400,140,,,,,,,,,,,,,,,,,,,,,,224,68,400,140
260,76,588,164,,,,,,,,,,,,,,,,,,,,,,260,76,588,164
48,12,140,20,,,,,,,,,,,,,,,,,,,,,,48,12,140,20
220,72,328,392,,,,,,,,,,,,,,,,,,,,,,220,72,328,392
64,28,260,32,,,,,,,,,,,,,,,,,,,,,,64,28,260,32
272,72,552,192,,,,,,,,,,,,,,,,,,,,,,272,72,552,192
328,76,540,144,,,,,,,,,,,,,,,,,,,,,,328,76,540,144
332,76,588,192,,,,,,,,,,,,,,,,,,,,,,332,76,588,192
336,80,612,212,,,,,,,,,,,,,,,,,,,,,,336,80,612,212
100,44,224,28,,,,,,,,,,,,,,,,,,,,,,100,44,224,28
80,36,192,24,,,,,,,,,,,,,,,,,,,,,,80,36,192,24
264,76,524,164,,,,,,,,,,,,,,,,,,,,,,264,76,524,164
308,80,552,188,,,,,,,,,,,,,,,,,,,,,,308,80,552,188
52,20,212,24,,,,,,,,,,,,,,,,,,,,,,52,20,212,24
400,84,640,196,,,,,,,,,,,,,,,,,,,,,,400,84,640,196
176,64,256,276,,,,,,,,,,,,,,,,,,,,,,176,64,256,276
84,36,216,24,,,,,,,,,,,,,,,,,,,,,,84,36,216,24
52,20,176,16,,,,,,,,,,,,,,,,,,,,,,52,20,176,16
372,84,568,224,,,,,,,,,,,,,,,,,,,,,,372,84,568,224
68,32,236,12,,,,,,,,,,,,,,,,,,,,,,68,32,236,12
180,64,276,268,,,,,,,,,,,,,,,,,,,,,,180,64,276,268
48,16,192,8,,,,,,,,,,,,,,,,,,,,,,48,16,192,8
348,84,612,184,,,,,,,,,,,,,,,,,,,,,,348,84,612,184
148,56,308,40,,,,,,,,,,,,,,,,,,,,,,148,56,308,40
360,80,572,192,,,,,,,,,,,,,,,,,,,,,,360,80,572,192
156,56,268,256,,,,,,,,,,,,,,,,,,,,,,156,56,268,256
148,64,252,228,,,,,,,,,,,,,,,,,,,,,,148,64,252,228
80,36,276,32,,,,,,,,,,,,,,,,,,,,,,80,36,276,32
216,72,460,456,,,,,,,,,,,,,,,,,,,,,,216,72,460,456
44,16,160,12,,,,,,,,,,,,,,,,,,,,,,44,16,160,12
180,64,452,376,,,,,,,,,,,,,,,,,,,,,,180,64,452,376
240,76,432,372,,,,,,,,,,,,,,,,,,,,,,240,76,432,372
400,84,580,216,,,,,,,,,,,,,,,,,,,,,,400,84,580,216
440,88,588,200,,,,,,,,,,,,,,,,,,,,,,440,88,588,200
340,76,580,180,,,,,,,,,,,,,,,,,,,,,,340,76,580,180
364,80,572,220,,,,,,,,,,,,,,,,,,,,,,364,80,572,220
284,72,548,176,,,,,,,,,,,,,,,,,,,,,,284,72,548,176
288,76,532,156,,,,,,,,,,,,,,,,,,,,,,288,76,532,156
376,88,652,236,,,,,,,,,,,,,,,,,,,,,,376,88,652,236
340,80,576,212,,,,,,,,,,,,,,,,,,,,,,340,80,576,212
88,40,196,16,,,,,,,,,,,,,,,,,,,,,,88,40,196,16
68,28,188,20,,,,,,,,,,,,,,,,,,,,,,68,28,188,20
408,92,624,244,,,,,,,,,,,,,,,,,,,,,,408,92,624,244
296,76,540,180,,,,,,,,,,,,,,,,,,,,,,296,76,540,180
340,80,592,172,,,,,,,,,,,,,,,,,,,,,,340,80,592,172
156,60,260,288,,,,,,,,,,,,,,,,,,,,,,156,60,260,288
404,80,620,204,,,,,,,,,,,,,,,,,,,,,,404,80,620,204
44,8,192,16,,,,,,,,,,,,,,,,,,,,,,44,8,192,16
292,76,580,192,,,,,,,,,,,,,,,,,,,,,,292,76,580,192
48,12,188,12,,,,,,,,,,,,,,,,,,,,,,48,12,188,12
328,88,588,196,,,,,,,,,,,,,,,,,,,,,,328,88,588,196
76,36,228,32,,,,,,,,,,,,,,,,,,,,,,76,36,228,32
204,72,452,344,,,,,,,,,,,,,,,,,,,,,,204,72,452,344
272,76,560,192,,,,,,,,,,,,,,,,,,,,,,272,76,560,192
360,84,616,280,,,,,,,,,,,,,,,,,,,,,,360,84,616,280
64,24,196,20,,,,,,,,,,,,,,,,,,,,,,64,24,196,20
56,24,176,16,,,,,,,,,,,,,,,,,,,,,,56,24,176,16
312,76,592,208,,,,,,,,,,,,,,,,,,,,,,312,76,592,208
368,84,572,204,,,,,,,,,,,,,,,,,,,,,,368,84,572,204
360,84,608,220,,,,,,,,,,,,,,,,,,,,,,360,84,608,220
316,84,624,160,,,,,,,,,,,,,,,,,,,,,,316,84,624,160
64,28,204,28,,,,,,,,,,,,,,,,,,,,,,64,28,204,28
160,56,276,228,,,,,,,,,,,,,,,,,,,,,,160,56,276,228
60,24,208,16,,,,,,,,,,,,,,,,,,,,,,60,24,208,16
380,80,636,208,,,,,,,,,,,,,,,,,,,,,,380,80,636,208
300,80,604,184,,,,,,,,,,,,,,,,,,,,,,300,80,604,184
300,80,596,200,,,,,,,,,,,,,,,,,,,,,,300,80,596,200
92,40,252,40,,,,,,,,,,,,,,,,,,,,,,92,40,252,40
276,76,576,200,,,,,,,,,,,,,,,,,,,,,,276,76,576,200
296,76,632,220,,,,,,,,,,,,,,,,,,,,,,296,76,632,220
404,88,724,144,,,,,,,,,,,,,,,,,,,,,,404,88,724,144
260,72,564,200,,,,,,,,,,,,,,,,,,,,,,260,72,564,200
368,84,612,216,,,,,,,,,,,,,,,,,,,,,,368,84,612,216
116,48,200,40,,,,,,,,,,,,,,,,,,,,,,116,48,200,40
44,8,92,16,,,,,,,,,,,,,,,,,,,,,,44,8,92,16
324,80,604,220,,,,,,,,,,,,,,,,,,,,,,324,80,604,220
192,64,276,236,,,,,,,,,,,,,,,,,,,,,,192,64,276,236
216,72,548,124,,,,,,,,,,,,,,,,,,,,,,216,72,548,124
368,92,616,228,,,,,,,,,,,,,,,,,,,,,,368,92,616,228
52,16,160,8,,,,,,,,,,,,,,,,,,,,,,52,16,160,8
52,20,148,12,,,,,,,,,,,,,,,,,,,,,,52,20,148,12
56,24,168,12,,,,,,,,,,,,,,,,,,,,,,56,24,168,12
52,36,208,12,,,,,,,,,,,,,,,,,,,,,,52,36,208,12
48,16,144,8,,,,,,,,,,,,,,,,,,,,,,48,16,144,8
88,36,192,20,,,,,,,,,,,,,,,,,,,,,,88,36,192,20
72,32,248,24,,,,,,,,,,,,,,,,,,,,,,72,32,248,24
336,80,588,224,,,,,,,,,,,,,,,,,,,,,,336,80,588,224
324,76,612,208,,,,,,,,,,,,,,,,,,,,,,324,76,612,208
188,68,428,432,,,,,,,,,,,,,,,,,,,,,,188,68,428,432
64,28,208,16,,,,,,,,,,,,,,,,,,,,,,64,28,208,16
100,44,272,32,,,,,,,,,,,,,,,,,,,,,,100,44,272,32
380,84,600,216,,,,,,,,,,,,,,,,,,,,,,380,84,600,216
48,16,188,32,,,,,,,,,,,,,,,,,,,,,,48,16,188,32
368,84,572,172,,,,,,,,,,,,,,,,,,,,,,368,84,572,172
72,32,188,20,,,,,,,,,,,,,,,,,,,,,,72,32,188,20
52,16,208,20,,,,,,,,,,,,,,,,,,,,,,52,16,208,20
44,12,164,12,,,,,,,,,,,,,,,,,,,,,,44,12,164,12
172,64,332,216,,,,,,,,,,,,,,,,,,,,,,172,64,332,216
416,80,596,220,,,,,,,,,,,,,,,,,,,,,,416,80,596,220
52,20,160,20,,,,,,,,,,,,,,,,,,,,,,52,20,160,20
176,60,224,252,,,,,,,,,,,,,,,,,,,,,,176,60,224,252
112,48,272,48,,,,,,,,,,,,,,,,,,,,,,112,48,272,48
288,72,604,204,,,,,,,,,,,,,,,,,,,,,,288,72,604,204
316,80,592,180,,,,,,,,,,,,,,,,,,,,,,316,80,592,180
308,72,564,172,,,,,,,,,,,,,,,,,,,,,,308,72,564,172
76,32,156,44,,,,,,,,,,,,,,,,,,,,,,76,32,156,44
52,16,192,8,,,,,,,,,,,,,,,,,,,,,,52,16,192,8
184,64,252,220,,,,,,,,,,,,,,,,,,,,,,184,64,252,220
312,100,596,364,,,,,,,,,,,,,,,,,,,,,,312,100,596,364
84,40,212,24,,,,,,,,,,,,,,,,,,,,,,84,40,212,24
308,76,592,228,,,,,,,,,,,,,,,,,,,,,,308,76,592,228
80,36,200,36,,,,,,,,,,,,,,,,,,,,,,80,36,200,36
340,80,600,228,,,,,,,,,,,,,,,,,,,,,,340,80,600,228
60,24,140,12,,,,,,,,,,,,,,,,,,,,,,60,24,140,12
156,68,312,300,,,,,,,,,,,,,,,,,,,,,,156,68,312,300
56,24,184,12,,,,,,,,,,,,,,,,,,,,,,56,24,184,12
124,60,544,112,,,,,,,,,,,,,,,,,,,,,,124,60,544,112
284,76,584,200,,,,,,,,,,,,,,,,,,,,,,284,76,584,200
72,32,204,28,,,,,,,,,,,,,,,,,,,,,,72,32,204,28
348,88,620,164,,,,,,,,,,,,,,,,,,,,,,348,88,620,164
48,16,184,12,,,,,,,,,,,,,,,,,,,,,,48,16,184,12
352,80,544,192,,,,,,,,,,,,,,,,,,,,,,352,80,544,192
428,84,592,216,,,,,,,,,,,,,,,,,,,,,,428,84,592,216
68,28,192,8,,,,,,,,,,,,,,,,,,,,,,68,28,192,8
200,64,296,312,,,,,,,,,,,,,,,,,,,,,,200,64,296,312
240,76,608,208,,,,,,,,,,,,,,,,,,,,,,240,76,608,208
292,76,572,176,,,,,,,,,,,,,,,,,,,,,,292,76,572,176
360,80,604,208,,,,,,,,,,,,,,,,,,,,,,360,80,604,208
280,76,628,188,,,,,,,,,,,,,,,,,,,,,,280,76,628,188
304,84,564,164,,,,,,,,,,,,,,,,,,,,,,304,84,564,164
184,60,288,276,,,,,,,,,,,,,,,,,,,,,,184,60,288,276
192,76,436,420,,,,,,,,,,,,,,,,,,,,,,192,76,436,420
168,64,312,296,,,,,,,,,,,,,,,,,,,,,,168,64,312,296
64,28,192,12,,,,,,,,,,,,,,,,,,,,,,64,28,192,12
292,72,572,188,,,,,,,,,,,,,,,,,,,,,,292,72,572,188
328,76,584,192,,,,,,,,,,,,,,,,,,,,,,328,76,584,192
364,84,552,192,,,,,,,,,,,,,,,,,,,,,,364,84,552,192
244,72,460,376,,,,,,,,,,,,,,,,,,,,,,244,72,460,376
320,80,560,180,,,,,,,,,,,,,,,,,,,,,,320,80,560,180
44,8,168,8,,,,,,,,,,,,,,,,,,,,,,44,8,168,8
388,84,612,268,,,,,,,,,,,,,,,,,,,,,,388,84,612,268
100,44,280,32,,,,,,,,,,,,,,,,,,,,,,100,44,280,32
372,84,624,200,,,,,,,,,,,,,,,,,,,,,,372,84,624,200
300,80,576,184,,,,,,,,,,,,,,,,,,,,,,300,80,576,184
336,80,592,184,,,,,,,,,,,,,,,,,,,,,,336,80,592,184
384,80,676,144,,,,,,,,,,,,,,,,,,,,,,384,80,676,144
352,80,524,176,,,,,,,,,,,,,,,,,,,,,,352,80,524,176
44,16,196,4,,,,,,,,,,,,,,,,,,,,,,44,16,196,4
300,88,568,192,,,,,,,,,,,,,,,,,,,,,,300,88,568,192
348,80,608,196,,,,,,,,,,,,,,,,,,,,,,348,80,608,196
64,28,196,20,,,,,,,,,,,,,,,,,,,,,,64,28,196,20
292,76,588,200,,,,,,,,,,,,,,,,,,,,,,292,76,588,200
72,32,204,32,,,,,,,,,,,,,,,,,,,,,,72,32,204,32
276,80,600,196,,,,,,,,,,,,,,,,,,,,,,276,80,600,196
164,60,256,240,,,,,,,,,,,,,,,,,,,,,,164,60,256,240
280,76,568,164,,,,,,,,,,,,,,,,,,,,,,280,76,568,164
384,88,612,220,,,,,,,,,,,,,,,,,,,,,,384,88,612,220
308,80,564,176,,,,,,,,,,,,,,,,,,,,,,308,80,564,176
356,84,568,208,,,,,,,,,,,,,,,,,,,,,,356,84,568,208
396,88,636,252,,,,,,,,,,,,,,,,,,,,,,396,88,636,252
396,84,580,200,,,,,,,,,,,,,,,,,,,,,,396,84,580,200
72,28,228,28,,,,,,,,,,,,,,,,,,,,,,72,28,228,28
308,72,492,172,,,,,,,,,,,,,,,,,,,,,,308,72,492,172
44,8,204,16,,,,,,,,,,,,,,,,,,,,,,44,8,204,16
48,16,176,20,,,,,,,,,,,,,,,,,,,,,,48,16,176,20
132,48,316,44,,,,,,,,,,,,,,,,,,,,,,132,48,316,44
48,20,156,20,,,,,,,,,,,,,,,,,,,,,,48,20,156,20
304,80,532,156,,,,,,,,,,,,,,,,,,,,,,304,80,532,156
300,76,616,188,,,,,,,,,,,,,,,,,,,,,,300,76,616,188
344,80,592,204,,,,,,,,,,,,,,,,,,,,,,344,80,592,204
52,20,148,32,,,,,,,,,,,,,,,,,,,,,,52,20,148,32
48,16,184,8,,,,,,,,,,,,,,,,,,,,,,48,16,184,8
324,76,600,208,,,,,,,,,,,,,,,,,,,,,,324,76,600,208
60,24,236,24,,,,,,,,,,,,,,,,,,,,,,60,24,236,24
332,84,584,172,,,,,,,,,,,,,,,,,,,,,,332,84,584,172
304,72,556,168,,,,,,,,,,,,,,,,,,,,,,304,72,556,168
380,84,612,224,,,,,,,,,,,,,,,,,,,,,,380,84,612,224
332,80,532,172,,,,,,,,,,,,,,,,,,,,,,332,80,532,172
128,48,248,36,,,,,,,,,,,,,,,,,,,,,,128,48,248,36
328,84,608,192,,,,,,,,,,,,,,,,,,,,,,328,84,608,192
56,20,244,16,,,,,,,,,,,,,,,,,,,,,,56,20,244,16
52,20,168,12,,,,,,,,,,,,,,,,,,,,,,52,20,168,12
316,80,612,180,,,,,,,,,,,,,,,,,,,,,,316,80,612,180
