Forward Scatter Signal,Forward Scatter Pulse Width Signal,Side Scatter Signal,Side Fluorescence Signal
280,76,508,176
256,76,496,160
76,32,188,28
60,28,196,28
52,16,232,16
328,76,488,160
312,80,532,180
292,76,472,156
172,64,248,184
84,36,256,28
64,28,200,20
316,84,516,156
200,76,460,172
220,64,260,292
48,12,200,20
52,16,200,16
208,64,304,232
264,72,476,160
328,80,500,152
296,72,424,152
56,24,196,20
44,8,160,4
80,32,224,36
76,36,200,24
212,72,504,184
44,12,128,16
44,12,156,12
44,8,136,12
136,48,344,56
52,24,200,12
308,80,516,156
272,76,568,212
288,72,460,148
212,72,520,148
224,68,304,264
44,12,176,12
96,44,216,44
284,80,520,184
76,32,240,20
288,76,524,164
248,76,484,228
264,72,496,168
384,84,552,200
236,72,532,160
80,36,256,20
264,76,464,148
224,76,436,444
316,80,488,164
344,80,508,176
72,32,204,32
44,12,176,16
316,76,532,188
280,76,504,160
304,76,496,172
292,76,520,156
268,68,456,160
172,64,256,180
304,76,520,208
284,80,544,172
288,80,536,196
60,24,168,24
44,12,136,20
68,28,160,12
328,80,556,200
224,68,476,144
44,12,136,12
56,20,240,28
328,84,500,148
292,80,444,176
92,40,232,28
48,16,176,12
296,76,488,176
268,76,536,172
324,80,508,152
236,68,472,136
44,12,184,8
224,68,328,64
256,80,492,168
260,76,500,152
48,20,144,20
220,72,504,128
272,76,460,132
64,24,192,12
312,80,536,172
48,12,196,12
68,32,180,32
200,72,432,412
192,64,220,208
44,8,188,12
48,16,164,8
276,76,504,172
284,80,516,152
248,76,516,156
192,64,280,296
344,80,480,176
76,32,232,20
56,28,272,0
68,28,260,20
288,72,512,168
324,80,464,168
188,64,520,148
288,76,464,176
288,76,484,168
164,64,328,228
280,76,476,136
76,32,148,20
48,16,240,12
296,76,472,148
308,76,512,156
60,28,204,28
332,84,536,196
292,76,500,164
228,72,500,156
204,64,264,196
64,28,188,24
60,28,188,20
272,76,564,172
280,76,540,168
392,80,584,204
264,76,452,432
224,92,452,136
328,80,556,184
168,64,436,296
208,68,420,384
308,80,540,172
64,28,212,12
84,40,256,20
236,68,524,200
268,76,460,156
292,72,588,180
320,80,588,180
292,76,512,176
64,28,144,16
64,28,200,24
276,80,484,164
308,76,540,160
168,60,264,244
288,80,540,152
76,32,280,4
220,72,448,472
224,68,484,164
216,68,540,176
288,76,496,156
44,8,180,12
348,76,500,172
136,56,276,252
52,16,176,12
308,76,516,148
112,48,252,24
268,80,480,152
240,72,504,148
248,72,476,156
228,72,548,152
68,32,264,24
288,84,508,160
68,28,108,24
312,80,524,148
80,36,244,28
64,28,196,16
252,72,536,168
300,84,520,156
236,72,468,140
44,8,128,12
60,24,232,12
212,72,476,456
96,40,244,24
200,64,264,236
264,68,508,164
84,36,240,32
48,16,156,16
208,68,424,412
136,56,284,184
48,16,220,12
208,76,432,364
68,28,180,20
252,72,488,164
156,56,268,192
320,76,504,164
268,72,504,176
48,16,168,16
44,12,212,16
192,64,280,296
296,80,524,180
52,24,144,16
48,12,168,16
156,64,248,192
56,20,172,12
48,12,156,16
292,80,492,160
216,68,272,256
44,8,176,16
188,64,248,200
60,24,192,16
104,44,228,20
56,24,160,20
280,72,504,172
232,76,572,192
308,80,544,188
332,76,476,160
276,72,516,188
328,76,484,168
284,76,580,236
52,20,148,8
580,204,552,240
268,72,484,156
240,80,472,148
64,28,256,28
156,60,268,312
60,28,92,0
320,84,548,180
64,28,232,20
284,76,508,152
44,8,188,12
236,68,504,164
120,48,276,48
332,80,504,176
44,8,196,12
44,8,168,12
56,24,204,12
348,80,548,168
228,76,496,136
56,20,184,12
48,20,200,16
308,80,584,192
268,76,520,188
128,48,256,40
276,72,484,160
384,80,496,188
52,20,188,20
300,84,540,172
224,72,296,300
280,76,536,164
48,16,144,12
264,76,484,148
268,76,484,164
132,52,336,36
176,64,456,424
308,80,552,184
104,44,300,20
252,76,412,708
292,80,476,152
196,64,272,228
48,20,156,12
204,64,252,236
272,76,496,164
292,76,516,168
292,80,504,148
244,76,512,164
220,68,484,156
328,76,508,164
76,32,248,16
304,80,508,164
88,40,188,28
56,24,288,16
248,72,512,152
64,28,184,12
304,76,504,220
164,64,428,292
288,72,528,176
80,40,224,28
148,56,308,248
264,80,516,164
220,72,368,280
136,60,344,120
368,84,552,204
324,84,488,180
172,60,240,204
284,76,484,152
148,56,256,196
276,72,484,156
44,12,108,12
212,72,400,376
60,28,224,16
188,64,412,288
60,24,184,20
204,68,452,140
280,76,496,156
332,84,556,192
468,228,912,328
312,76,500,148
176,64,496,128
44,12,176,16
64,28,188,12
284,80,472,148
200,64,260,220
264,72,508,172
60,28,168,20
56,24,160,20
344,84,552,188
284,80,524,172
60,24,172,16
252,72,512,144
276,84,412,436
48,16,172,20
188,68,412,360
332,80,724,112
352,84,520,184
248,72,468,144
252,72,468,152
288,84,500,196
280,76,540,160
264,76,528,176
76,36,200,20
68,32,188,12
136,64,408,140
332,72,472,152
324,84,516,172
256,76,432,440
348,84,540,164
244,76,536,192
212,76,428,396
92,40,160,32
232,76,548,180
196,64,436,404
104,44,216,20
60,24,180,20
292,80,516,164
308,80,560,196
232,76,396,332
264,120,512,396
236,68,524,180
240,68,300,328
92,40,188,24
268,76,508,144
44,12,156,16
56,24,124,16
244,72,528,168
92,40,236,40
44,12,172,12
200,68,300,300
48,16,196,12
192,64,248,300
312,84,520,164
44,12,164,12
228,72,504,144
120,48,256,28
52,20,204,12
288,80,504,148
44,8,176,12
296,76,560,200
240,76,496,168
44,12,196,20
304,76,488,168
320,88,532,164
48,16,188,12
208,68,288,268
272,84,580,172
132,60,248,172
48,12,184,16
204,64,320,320
248,72,480,144
60,24,168,12
156,56,232,220
216,68,324,304
156,72,416,188
52,20,200,16
220,68,248,204
64,28,252,20
256,76,496,148
416,88,392,124
252,76,488,148
256,80,556,184
280,76,516,160
148,60,260,232
264,72,484,148
272,76,492,168
84,36,232,20
48,20,220,16
204,64,404,360
216,68,468,148
308,76,528,156
312,80,516,164
300,72,504,172
44,12,192,12
264,80,500,180
76,36,216,20
68,28,288,20
112,44,288,48
132,52,324,52
220,68,528,192
236,76,508,160
44,8,152,8
304,76,528,196
224,68,448,124
288,80,492,136
56,24,184,32
280,76,524,164
88,40,168,32
148,60,252,216
56,24,156,20
356,84,568,328
44,12,128,12
84,36,276,32
268,68,488,136
188,60,276,220
316,76,540,196
332,80,512,180
256,76,504,148
384,84,736,128
324,80,556,184
268,76,552,216
288,76,548,164
328,80,460,168
240,72,404,320
84,36,280,44
44,12,228,24
320,76,504,248
264,76,516,156
332,80,536,184
48,20,176,8
252,76,468,556
60,24,184,12
260,72,444,136
356,84,528,196
268,76,588,200
80,36,232,16
332,88,580,188
260,76,572,208
68,28,188,20
132,52,276,44
44,12,188,16
348,84,600,200
44,8,160,16
272,76,472,140
60,28,176,12
52,16,144,16
72,32,200,20
44,12,200,20
44,8,248,16
180,64,276,324
364,80,544,184
260,72,468,168
156,56,264,276
184,64,312,284
52,20,192,12
204,64,400,288
260,72,552,184
320,72,472,168
308,80,548,180
260,68,508,160
76,32,220,24
228,68,344,288
52,16,184,24
52,20,212,20
268,76,512,156
88,40,264,32
64,32,212,24
80,36,176,32
292,72,560,204
284,76,504,160
72,32,208,4
292,76,536,188
196,68,492,152
320,76,492,156
128,52,324,28
60,24,156,12
44,12,228,12
252,72,456,156
168,56,280,236
236,80,472,732
332,80,516,192
296,72,472,152
216,76,424,328
164,64,240,156
56,24,224,12
56,24,176,16
328,80,528,216
296,80,504,160
216,60,208,180
48,16,172,20
44,12,192,12
304,76,484,164
288,80,532,208
324,84,544,168
336,80,508,180
260,72,492,176
184,72,388,304
48,16,172,12
168,60,280,240
208,80,440,144
56,20,172,12
280,80,476,188
256,72,508,152
332,84,512,40
88,36,172,24
152,60,224,180
256,72,512,164
60,24,216,12
304,76,516,184
168,60,296,204
60,24,188,16
300,80,488,188
204,72,464,136
60,24,144,12
336,80,516,152
