Forward Scatter Signal,Forward Scatter Pulse Width Signal,Side Scatter Signal,Side Fluorescence Signal
200,64,268,184
44,12,120,16
72,28,220,16
84,36,288,20
44,8,164,16
172,64,400,324
296,72,496,156
44,12,172,12
56,20,180,20
48,20,196,12
356,80,536,184
52,20,264,0
132,48,260,24
320,80,548,184
48,16,152,12
336,76,488,160
56,24,184,12
312,76,516,192
48,16,196,16
160,68,276,204
148,52,356,28
68,32,176,8
132,52,312,32
264,80,528,160
44,8,200,20
56,24,152,8
276,72,468,156
356,80,612,176
312,76,556,192
68,28,212,16
240,76,452,432
136,52,248,44
296,76,544,176
272,72,348,376
132,64,312,152
48,16,96,12
72,32,220,16
356,80,548,200
44,12,160,16
340,80,556,160
108,44,276,16
72,32,232,16
44,8,148,12
52,20,148,20
64,24,188,20
60,24,144,12
292,76,540,168
256,76,496,168
340,80,532,156
60,28,180,12
296,76,576,156
68,32,228,24
52,20,168,12
64,28,176,12
44,8,152,16
56,20,152,16
180,60,332,316
292,76,532,164
120,44,308,16
236,68,256,248
172,60,280,44
52,20,144,16
48,16,176,24
56,24,176,16
44,12,184,16
68,32,240,16
272,68,480,136
100,44,268,20
52,20,180,16
264,76,524,168
44,12,112,12
64,28,172,12
292,76,572,156
312,80,544,168
56,24,172,16
80,32,248,24
44,8,176,20
56,24,212,8
92,40,232,24
52,16,212,16
64,28,236,12
88,40,260,12
80,32,184,24
152,56,220,56
56,20,220,8
124,48,252,20
52,20,168,8
48,16,116,12
168,64,416,332
244,76,484,164
52,16,196,4
68,32,180,16
64,28,212,24
84,40,216,8
84,40,244,12
52,16,152,12
228,68,312,392
60,24,184,20
96,40,248,16
44,8,156,16
352,80,572,184
52,20,200,16
48,16,168,12
48,16,132,8
68,28,156,16
72,32,256,28
56,20,172,12
44,8,132,12
260,68,484,156
44,12,148,12
204,64,216,264
268,72,508,168
52,20,136,8
176,64,208,208
276,72,472,156
348,84,592,172
56,20,164,20
56,24,160,16
280,76,516,164
64,24,168,12
208,72,516,156
216,68,268,196
328,80,568,204
264,76,532,140
48,12,132,12
296,76,516,180
88,40,240,28
232,72,408,344
52,20,192,8
48,20,248,24
76,32,220,24
260,72,532,176
52,20,108,4
52,16,188,12
56,24,160,12
64,28,200,12
356,84,540,184
56,24,168,20
52,20,204,16
192,68,284,240
44,16,156,16
64,28,176,16
180,60,280,236
280,76,584,184
68,28,168,16
316,84,548,164
48,16,196,12
60,24,136,8
72,32,216,20
48,16,160,20
352,76,552,160
304,76,484,144
320,76,536,152
72,28,168,16
44,8,136,12
76,32,216,16
44,12,172,16
216,68,548,152
56,24,172,12
56,20,144,16
68,32,204,16
52,20,188,16
88,36,232,28
248,76,584,192
60,24,196,12
52,16,164,0
44,16,172,16
288,76,500,144
288,76,492,168
72,28,192,12
344,80,508,164
76,32,228,12
76,32,228,20
60,24,192,16
124,56,336,252
328,84,600,172
60,28,196,20
60,28,176,12
48,12,180,16
52,20,156,12
260,76,384,344
48,16,100,8
188,60,192,184
88,48,280,64
64,24,240,24
56,24,152,12
292,72,524,172
320,80,516,184
52,20,180,8
144,60,316,96
52,20,200,12
56,20,148,12
72,32,264,20
56,20,168,16
44,12,184,12
48,12,188,8
44,12,140,8
156,60,232,200
48,16,80,4
216,72,448,308
52,20,168,12
212,76,544,168
244,68,404,228
168,60,276,216
244,72,472,400
208,64,288,328
344,84,548,176
68,28,136,12
44,8,184,8
68,32,240,24
164,64,460,332
248,72,452,160
60,24,128,16
292,80,536,156
60,24,248,20
288,80,544,200
96,40,220,24
44,8,140,8
64,28,228,12
48,16,108,12
328,80,492,184
56,20,220,16
48,20,112,8
296,80,556,168
60,28,168,12
92,40,200,16
44,12,176,4
328,80,552,164
96,40,232,28
48,16,172,8
84,36,192,12
292,76,524,160
296,76,476,132
188,68,304,236
52,20,156,8
48,16,184,16
48,16,204,12
288,76,576,180
308,76,480,148
60,24,208,20
164,60,268,248
44,8,160,8
392,84,732,120
200,64,256,260
308,80,548,176
216,68,288,220
260,72,480,140
192,64,308,256
48,16,208,8
196,80,448,144
76,36,204,8
240,76,508,156
316,80,536,184
188,64,252,192
52,20,120,4
348,76,488,152
164,60,268,204
124,56,316,84
44,12,176,16
96,36,280,24
76,36,192,20
56,24,180,12
64,28,164,12
44,12,164,20
44,8,168,12
264,80,580,188
88,36,184,28
64,24,168,16
284,76,512,160
44,8,208,12
308,76,520,176
276,72,496,148
332,80,532,232
280,72,488,148
328,80,576,160
240,72,272,304
104,44,284,20
44,12,172,16
168,60,292,240
272,72,504,148
320,80,468,164
44,8,196,12
308,80,584,196
60,24,192,20
360,84,552,164
84,36,220,24
288,76,516,128
84,36,228,16
240,76,524,152
44,12,132,20
304,76,524,140
92,40,192,40
48,16,164,4
344,88,608,192
180,60,252,232
304,80,600,188
172,60,292,240
104,44,256,16
300,76,532,172
56,24,164,20
312,80,552,176
92,44,248,16
316,80,536,180
180,60,268,220
268,72,476,132
48,16,188,12
264,76,568,180
68,28,248,12
56,24,168,16
48,20,172,8
44,12,156,12
44,12,152,16
60,24,196,12
44,8,188,4
328,80,508,164
324,92,600,188
60,24,180,12
52,20,164,20
176,60,268,256
44,12,156,12
304,76,480,160
72,32,224,12
296,76,540,144
88,36,256,24
60,28,160,8
